TABREF JENIS_KURSUS_ID,Update: 16/01/2023,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,,,,,,,
ID,NAMA,,META DATA,,,,
D834501E63BB3A8CE050640AF10824F4,DIKLAT MULTICAMERA MUSIK,,,,,,
D834501E63C03A8CE050640AF10824F4,DIKLAT MULTIPLEXING,,,,,,
D834501E63B53A8CE050640AF10824F4,DIKLAT OPERATOR AC NIELSON,,,,,,
A5EB03E20231F6A0E040640A040252AD,DIKLAT OPERATOR KOMPUTER,,,,,,
A5EB03E20225F6A0E040640A040252AD,DIKLAT PENANGGULANGAN BAHAYA KEBAKARAN,,,,,,
D834501E63B93A8CE050640AF10824F4,DIKLAT PENDAHULUAN JURNALISTIK TV,,,,,,
D834501E63B83A8CE050640AF10824F4,DIKLAT PENDAHULUAN PRODUKSI,,,,,,
D834501E63BA3A8CE050640AF10824F4,DIKLAT PENDAHULUAN TOS (TEKNIK OPERASIONAL STUDIO),,,,,,
A5EB03E20232F6A0E040640A040252AD,DIKLAT PENGAMANAN KESEHATAN HAJI,,,,,,
A5EB03E20233F6A0E040640A040252AD,DIKLAT PENILAIAN HARTA TETAP,,,,,,
A5EB03E20236F6A0E040640A040252AD,DIKLAT PENYULUH PERIKANAN TK.II,,,,,,
A5EB03E20235F6A0E040640A040252AD,DIKLAT PENYULUH PERTANIAN/PERIKANAN,,,,,,
E67F0157EEBFEB31E050640AF10844ED,DIKLAT PENYUSUNAN KURIKULUM,,,,,,
E67F0157EEC0EB31E050640AF10844ED,DIKLAT PENYUSUNAN MODUL,,,,,,
A5EB03E20226F6A0E040640A040252AD,DIKLAT PERPUSTAKAAN KELILING,,,,,,
A5EB03E20227F6A0E040640A040252AD,DIKLAT PROYEK MANAGEMENT SISTEM,,,,,,
D834501E63AF3A8CE050640AF10824F4,DIKLAT REPORTER OLAHRAGA,,,,,,
A5EB03E20237F6A0E040640A040252AD,DIKLAT SANDI,,,,,,
A5EB03E20238F6A0E040640A040252AD,DIKLAT SJDI,,,,,,
A5EB03E20228F6A0E040640A040252AD,DIKLAT TEK. & MANAG. PERENC. PEMBANG.,,,,,,
CEB02F55C44C5BA2E050640AF1085889,DIKLAT TEKNIS ANALIS ANGGARAN,,,,,,
CEB02F55C45C5BA2E050640AF1085889,DIKLAT TEKNIS ANALIS HUKUM,,,,,,
CEB02F55C4545BA2E050640AF1085889,DIKLAT TEKNIS ANALIS KEBIJAKAN,,,,,,
CF556584FA51276BE050640AF108582B,DIKLAT TEKNIS ANALIS KETATALAKSANAAN,,,,,,
CF556584FA52276BE050640AF108582B,DIKLAT TEKNIS ANALIS SDM APARATUR,,,,,,
CEB02F55C44D5BA2E050640AF1085889,DIKLAT TEKNIS ARSIPARIS,,,,,,
CEB02F55C4515BA2E050640AF1085889,DIKLAT TEKNIS ASESOR SDM,,,,,,
CF556584FA53276BE050640AF108582B,DIKLAT TEKNIS ASESOR SDM APARATUR,,,,,,
CF556584FA54276BE050640AF108582B,DIKLAT TEKNIS AUDITOR,,,,,,
CEB02F55C44F5BA2E050640AF1085889,DIKLAT TEKNIS AUDITOR,,,,,,
CEB02F55C45D5BA2E050640AF1085889,DIKLAT TEKNIS PELAKSANA,,,,,,
CEB02F55C4535BA2E050640AF1085889,DIKLAT TEKNIS PENATA LAKSANA BARANG,,,,,,
CF556584FA55276BE050640AF108582B,DIKLAT TEKNIS PENELAAH HUKUM,,,,,,
CEB02F55C4495BA2E050640AF1085889,DIKLAT TEKNIS PENGAWAS FARMASI DAN MAKANAN,,,,,,
CF556584FA56276BE050640AF108582B,DIKLAT TEKNIS PENGELOLA BARANG MILIK NEGARA,,,,,,
CEB02F55C44A5BA2E050640AF1085889,DIKLAT TEKNIS PENGELOLA KEUANGAN APBN,,,,,,
CEB02F55C44B5BA2E050640AF1085889,DIKLAT TEKNIS PENGELOLA PENGADAAN BARANG DAN JASA,,,,,,
CEB02F55C4525BA2E050640AF1085889,DIKLAT TEKNIS PENGELOLA SDM APARATUR,,,,,,
CEB02F55C4555BA2E050640AF1085889,DIKLAT TEKNIS PENGEMBANGAN TEKNOLOGI PEMBELAJARAN,,,,,,
CEB02F55C44E5BA2E050640AF1085889,DIKLAT TEKNIS PERANCANG UNDANG-UNDANG,,,,,,
CEB02F55C4575BA2E050640AF1085889,DIKLAT TEKNIS PERENCANA,,,,,,
CEB02F55C4565BA2E050640AF1085889,DIKLAT TEKNIS PRANATA HUMAS,,,,,,
CEB02F55C4505BA2E050640AF1085889,DIKLAT TEKNIS PRANATA KOMPUTER,,,,,,
CF556584FA58276BE050640AF108582B,DIKLAT TEKNIS PRANATA SDM APARATUR,,,,,,
D8BE940B5EAB87A4E050640AF1080D2C,DIKLAT TEKNIS PRANATA SIARAN,,,,,,
CEB02F55C4585BA2E050640AF1085889,DIKLAT TEKNIS PSIKOLOGI KLINIS,,,,,,
CEB02F55C4595BA2E050640AF1085889,DIKLAT TEKNIS PUSTAKAWAN,,,,,,
CF556584FA59276BE050640AF108582B,DIKLAT TEKNIS SEKRETARIS,,,,,,
CEB02F55C45A5BA2E050640AF1085889,DIKLAT TEKNIS STATISTISI,,,,,,
CEB02F55C45E5BA2E050640AF1085889,DIKLAT TEKNIS STRUKTURAL,,,,,,
D07CD28E524AC8B3E050640AF1084D6F,DIKLAT TEKNIS TELEKOMUNIKASI,,,,,,
CF556584FA5A276BE050640AF108582B,DIKLAT TEKNIS VERIFIKATUR KEUANGAN,,,,,,
CEB02F55C45B5BA2E050640AF1085889,DIKLAT TEKNIS WIDYAISWARA,,,,,,
A5EB03E20239F6A0E040640A040252AD,DIKLAT TEKNOLOGI PERIKANAN AIR PAYAU,,,,,,
A5EB03E2023AF6A0E040640A040252AD,DIKLAT TEKNOLOGI PERIKANAN AIR TAWAR,,,,,,
A5EB03E20229F6A0E040640A040252AD,DIKLAT TENAGA PENELITI,,,,,,
A5EB03E2023BF6A0E040640A040252AD,DIKLAT TENAGA SOSIAL,,,,,,
A5EB03E2022AF6A0E040640A040252AD,DIKLAT TERNAK BABI,,,,,,
D834501E63AA3A8CE050640AF10824F4,DIKLAT TRAINING OF TRAINER,,,,,,
D834501E63B33A8CE050640AF10824F4,DIKLAT UMUM VIDEO EDITOR (ONLINE - PERHUBUNGAN),,,,,,
A5EB03E2023CF6A0E040640A040252AD,DRAINASE JALAN,,,,,,
A5EB03E2023DF6A0E040640A040252AD,EKONOMI PERTANIAN,,,,,,
D834501E63B43A8CE050640AF10824F4,ELECTRICAL GROUNDING,,,,,,
A5EB03E2023EF6A0E040640A040252AD,ENGINE/MESIN,,,,,,
A5EB03E2023FF6A0E040640A040252AD,FORUM KONST. BIDANG PENANAMAN MODAL,,,,,,
A5EB03E20240F6A0E040640A040252AD,FRAMBUSIA,,,,,,
A5EB03E20241F6A0E040640A040252AD,FUNGSI ADMINISTRASI,,,,,,
A5EB03E20432F6A0E040640A040252AD,GAS PENYULUHAN BIN TERPADU DESA TERPADU,,,,,,
A5EB03E20242F6A0E040640A040252AD,GAS REGISTER,,,,,,
A5EB03E20243F6A0E040640A040252AD,GENERAL GUIDE,,,,,,
A5EB03E20244F6A0E040640A040252AD,HAMA DAN PENYAKIT,,,,,,
A5EB03E20245F6A0E040640A040252AD,HANDLUS SEMEN,,,,,,
A5EB03E20246F6A0E040640A040252AD,HIJAUAN MAKANAN TERNAK,,,,,,
A5EB03E20247F6A0E040640A040252AD,HIMPUNAN PETUGAS PETERNAK SAPI PERAH,,,,,,
A5EB03E20248F6A0E040640A040252AD,HMT/KONSENTRAT,,,,,,
A5EB03E20249F6A0E040640A040252AD,HUMAS INDUSTRI,,,,,,
A5EB03E2024BF6A0E040640A040252AD,IB. (KETRAMPILAN KAWIN SUNTIK),,,,,,
A5EB03E2024AF6A0E040640A040252AD,IBEC,,,,,,
E67F0157EEC1EB31E050640AF10844ED,IDEOLOGI PANCASILA,,,,,,
A5EB03E2024CF6A0E040640A040252AD,INDUCTION TRAIN. BI&G TNMN KOPI & KELAPA,,,,,,
A5EB03E2024DF6A0E040640A040252AD,INPACT POIN SUB SEKTOR PETERNAKAN,,,,,,
A5EB03E2024EF6A0E040640A040252AD,INSEMINATOR,,,,,,
A5EB03E20254F6A0E040640A040252AD,INSEMINATOR STERILISASI KEBIDANAN,,,,,,
A5EB03E2024FF6A0E040640A040252AD,INSERI IUD,,,,,,
A5EB03E20250F6A0E040640A040252AD,INSERVE TRAINING KEPALA SD,,,,,,
A5EB03E20251F6A0E040640A040252AD,INSTRUKTUR CIPTA KARYA,,,,,,
A5EB03E20252F6A0E040640A040252AD,INTEG.ASPEK KEPEND.DLM PERENC.PEMBANG.,,,,,,
A5EB03E20253F6A0E040640A040252AD,IPTEK,,,,,,
A5EB03E20255F6A0E040640A040252AD,JOB TRAINING ADMINISTRASI KEPENDUDUKAN,,,,,,
A5EB03E20257F6A0E040640A040252AD,JOB TRAINING CATATAN SIPIL,,,,,,
A5EB03E20256F6A0E040640A040252AD,JOB TRAINING PETUGAS PERPUSTAKAAN,,,,,,
A5EB03E20258F6A0E040640A040252AD,JURU PENGAIRAN,,,,,,
A5EB03E20259F6A0E040640A040252AD,JURU PERIKSA DAGING,,,,,,
A5EB03E2025AF6A0E040640A040252AD,JURU PERIKSA HEWAN,,,,,,
A5EB03E2025BF6A0E040640A040252AD,JURU SITA,,,,,,
A5EB03E2025CF6A0E040640A040252AD,KADER PETERNAKAN,,,,,,
A5EB03E2025DF6A0E040640A040252AD,KASI PENYULUHAN PERTANIAN KABUPATEN,,,,,,
A5EB03E2025EF6A0E040640A040252AD,KB KESEHATAN,,,,,,
203EC71A5EE7556AE050640A02020497,KELOMPOK KERJA GURU,,,,,,
315A64AF2ACBE9EDE050640A29020F6C,KEPEMIMPINAN DAN SUMBER DAYA MANUSIA,,,,,,
A5EB03E2025FF6A0E040640A040252AD,KEPROTOKOLAN,,,,,,
A5EB03E20260F6A0E040640A040252AD,KEPUSTAKAAN,,,,,,
A5EB03E20261F6A0E040640A040252AD,KESEHATAN HEWAN,,,,,,
A5EB03E20262F6A0E040640A040252AD,KESEHATAN LINGKUNGAN,,,,,,
A5EB03E2026CF6A0E040640A040252AD,KET KHUSUS PEMASARAN PETERNAKAN,,,,,,
A5EB03E20263F6A0E040640A040252AD,KETERAMPILAN BUDUDAYA UDANG,,,,,,
A5EB03E20264F6A0E040640A040252AD,KETERAMPILAN LABORATORIUM,,,,,,
A5EB03E20266F6A0E040640A040252AD,KETERAMPILAN PENANGGULANGAN HAMA,,,,,,
A5EB03E20268F6A0E040640A040252AD,KETRAMPILAN PERTAMANAN,,,,,,
A5EB03E20269F6A0E040640A040252AD,KETRAMPILAN PETUGAS TEKNIS PERIKANAN,,,,,,
A5EB03E2026AF6A0E040640A040252AD,KETRAMPILAN TEKNIK BIDANG PENGAMAT,,,,,,
A5EB03E20265F6A0E040640A040252AD,KETRAMP.LABORATORIUM KESEHATAN HEWAN,,,,,,
A5EB03E2026DF6A0E040640A040252AD,KIPI,,,,,,
A5EB03E2026EF6A0E040640A040252AD,KKD,,,,,,
E67F0157EEC2EB31E050640AF10844ED,KOMUNIKASI PUBLIK,,,,,,
A5EB03E2026FF6A0E040640A040252AD,KOMUNIKASI TENAGA KES TK.KECAMATAN,,,,,,
A5EB03E20270F6A0E040640A040252AD,KONSTRUKSI TAHAN GEMPA,,,,,,
A5EB03E20271F6A0E040640A040252AD,KOPERASI,,,,,,
A5EB03E20272F6A0E040640A040252AD,KPD,,,,,,
A5EB03E20273F6A0E040640A040252AD,KUBADA,,,,,,
A5EB03E20274F6A0E040640A040252AD,KUP,,,,,,
203EC71A5EE6556AE050640A02020497,KURIKULUM,,,,,,
A5EB03E20281F6A0E040640A040252AD,KURSUS  BID PEM DAN PEMBANGUNAN,,,,,,
A5EB03E20345F6A0E040640A040252AD,KURSUS  PKB,,,,,,
A5EB03E20276F6A0E040640A040252AD,KURSUS ADMINISTRASI KEPEGAWAIAN,,,,,,
A5EB03E20277F6A0E040640A040252AD,KURSUS ADMINISTRASI PENGAWASAN,,,,,,
A5EB03E20278F6A0E040640A040252AD,KURSUS ALSISIS PERTANIAN,,,,,,
A5EB03E20279F6A0E040640A040252AD,KURSUS AMDAL,,,,,,
A5EB03E2027BF6A0E040640A040252AD,KURSUS ASISTENSI REPRODUKSI TERNAK,,,,,,
A5EB03E2027AF6A0E040640A040252AD,KURSUS ASPAL BUTON,,,,,,
A5EB03E2027CF6A0E040640A040252AD,KURSUS A.V 1941,,,,,,
A5EB03E2027DF6A0E040640A040252AD,KURSUS BANTUAN HUKUM,,,,,,
E67F0157EEC3EB31E050640AF10844ED,KURSUS BENDAHARAWAN,,,,,,
A5EB03E2027EF6A0E040640A040252AD,KURSUS BENDAHARAWAN,,,,,,
A5EB03E2027FF6A0E040640A040252AD,KURSUS BENDAHARAWAN A PARALEL,,,,,,
A5EB03E20275F6A0E040640A040252AD,KURSUS BON A,,,,,,
A5EB03E20283F6A0E040640A040252AD,KURSUS DAERAH RAWAN UPGK,,,,,,
A5EB03E20284F6A0E040640A040252AD,KURSUS DASAR-DASAR AMDAL,,,,,,
A5EB03E20286F6A0E040640A040252AD,KURSUS DENITAS TEPAT GUNA,,,,,,
A5EB03E20287F6A0E040640A040252AD,KURSUS DESIGN JALAN/JEMBATAN,,,,,,
A5EB03E2028AF6A0E040640A040252AD,KURSUS HIJAUAN MAKAN TERNAK,,,,,,
A5EB03E2028BF6A0E040640A040252AD,KURSUS INSTRUKTUR PENYULUH INDUSTRI,,,,,,
A5EB03E2028CF6A0E040640A040252AD,KURSUS INVENTORY JALAN LOKAL KABUPATEN,,,,,,
A5EB03E2028DF6A0E040640A040252AD,KURSUS IRIGASI,,,,,,
A5EB03E2028EF6A0E040640A040252AD,KURSUS JABATAN PENGAMAT PAJAK,,,,,,
A5EB03E2028FF6A0E040640A040252AD,KURSUS JURU GAMBAR,,,,,,
A5EB03E20290F6A0E040640A040252AD,KURSUS JURU RUNDING,,,,,,
A5EB03E20291F6A0E040640A040252AD,KURSUS JURU UKUR,,,,,,
A5EB03E2035BF6A0E040640A040252AD,KURSUS KA WAORKSJOP,,,,,,
A5EB03E20292F6A0E040640A040252AD,KURSUS KADER PENDAPATAN DAERAH,,,,,,
A5EB03E20293F6A0E040640A040252AD,KURSUS KEPALA WORKSHOP,,,,,,
A5EB03E20294F6A0E040640A040252AD,KURSUS KEPARIWISATAAN,,,,,,
A5EB03E20295F6A0E040640A040252AD,KURSUS KERANGKA PEMB DAN STRATEGI,,,,,,
A5EB03E20296F6A0E040640A040252AD,KURSUS KESEJAHTERAAN SOSIAL,,,,,,
A5EB03E20297F6A0E040640A040252AD,KURSUS KETATA USAHAAN,,,,,,
A5EB03E20298F6A0E040640A040252AD,KURSUS KEUANGAN,,,,,,
A5EB03E20299F6A0E040640A040252AD,KURSUS KOMPUTER,,,,,,
A5EB03E2029AF6A0E040640A040252AD,KURSUS KONSERVASI LAHAN PASANG SURUT,,,,,,
A5EB03E2029BF6A0E040640A040252AD,KURSUS KONTRASEPSI,,,,,,
A5EB03E2029CF6A0E040640A040252AD,KURSUS KOPERASI TK DASAR,,,,,,
A5EB03E2029DF6A0E040640A040252AD,KURSUS KUD MANDIRI,,,,,,
A5EB03E2029EF6A0E040640A040252AD,KURSUS KURK,,,,,,
A5EB03E2029FF6A0E040640A040252AD,KURSUS LABOTARIUM,,,,,,
A5EB03E202A1F6A0E040640A040252AD,KURSUS LOAN ADB,,,,,,
A5EB03E2035CF6A0E040640A040252AD,KURSUS LPPU,,,,,,
A5EB03E202A4F6A0E040640A040252AD,KURSUS MANAJEMEN DAN PENDAPATAN,,,,,,
A5EB03E202A2F6A0E040640A040252AD,KURSUS MANAJEMEN PROYEK,,,,,,
A5EB03E202A5F6A0E040640A040252AD,KURSUS MANAJEMEN PROYEK,,,,,,
A5EB03E202A7F6A0E040640A040252AD,KURSUS MANDOR,,,,,,
A5EB03E202A8F6A0E040640A040252AD,KURSUS MEKANIK,,,,,,
A5EB03E202A9F6A0E040640A040252AD,KURSUS MEKANIK ENGINE ELECTRIAL,,,,,,
A5EB03E202AAF6A0E040640A040252AD,KURSUS NAMA PENYAKIT TANAMAN,,,,,,
A5EB03E202ABF6A0E040640A040252AD,KURSUS OBJEK WISATA,,,,,,
A5EB03E202ACF6A0E040640A040252AD,KURSUS OJT,,,,,,
A5EB03E202ADF6A0E040640A040252AD,KURSUS OPERATOR,,,,,,
A5EB03E202AEF6A0E040640A040252AD,KURSUS OPERATOR DEP.PU,,,,,,
A5EB03E202B7F6A0E040640A040252AD,KURSUS P3A,,,,,,
A5EB03E202B8F6A0E040640A040252AD,KURSUS P3KN,,,,,,
A5EB03E202B9F6A0E040640A040252AD,KURSUS P5D,,,,,,
A5EB03E202BAF6A0E040640A040252AD,KURSUS PAPTES,,,,,,
A5EB03E202BCF6A0E040640A040252AD,KURSUS PELAKSANA KONTRUKSI JALAN,,,,,,
A5EB03E202BDF6A0E040640A040252AD,KURSUS PELATIH KADER PEMB DESA TERPADU,,,,,,
A5EB03E202C1F6A0E040640A040252AD,KURSUS PEMBANTU BATU CETAK,,,,,,
A5EB03E202C3F6A0E040640A040252AD,KURSUS PEMBINAAN LLAJR,,,,,,
A5EB03E202C4F6A0E040640A040252AD,KURSUS PEMBINAAN PEMERINTAHAN,,,,,,
A5EB03E202C5F6A0E040640A040252AD,KURSUS PEMBINAAN TENAGA KERJA,,,,,,
A5EB03E202C6F6A0E040640A040252AD,KURSUS PEMERIKSAAN KEBUNTINGAN,,,,,,
A5EB03E2031BF6A0E040640A040252AD,KURSUS PENDAPATAN DAERAH,,,,,,
A5EB03E2031CF6A0E040640A040252AD,KURSUS PENDIDIKAN RONTGEN,,,,,,
A5EB03E2031DF6A0E040640A040252AD,KURSUS PENEGAK HUKUM LINGKUNGAN,,,,,,
A5EB03E2031EF6A0E040640A040252AD,KURSUS PENGAIRAN,,,,,,
A5EB03E2031FF6A0E040640A040252AD,KURSUS PENGATUR PERJALAN WISATA,,,,,,
A5EB03E20320F6A0E040640A040252AD,KURSUS PENGATUR WISATA,,,,,,
A5EB03E20321F6A0E040640A040252AD,KURSUS PENGAWAS BANGUNAN,,,,,,
A5EB03E20322F6A0E040640A040252AD,KURSUS PENGAWAS LAPANGAN IPJK,,,,,,
A5EB03E20323F6A0E040640A040252AD,KURSUS PENGAWAS PELAKSANA,,,,,,
A5EB03E20324F6A0E040640A040252AD,KURSUS PENGAWASAN,,,,,,
A5EB03E20325F6A0E040640A040252AD,KURSUS PENGAWASAN MUTU,,,,,,
A5EB03E20326F6A0E040640A040252AD,KURSUS PENGAWASAN PELAKSANAAN PUK,,,,,,
A5EB03E20329F6A0E040640A040252AD,KURSUS PENGENDALIAN HAMA,,,,,,
A5EB03E2032AF6A0E040640A040252AD,KURSUS PENGENDALIAN MUTU,,,,,,
A5EB03E2032BF6A0E040640A040252AD,KURSUS PENGURUS KPN,,,,,,
A5EB03E2032DF6A0E040640A040252AD,KURSUS PENYEGARAN SAPI BALI,,,,,,
A5EB03E20336F6A0E040640A040252AD,KURSUS PERENC FISIK PARIWISATA,,,,,,
A5EB03E20333F6A0E040640A040252AD,KURSUS PERENC PEMBANGUNAN PERIKANAN,,,,,,
A5EB03E20334F6A0E040640A040252AD,KURSUS PERENC PEMBANGUNAN/KIP,,,,,,
A5EB03E20331F6A0E040640A040252AD,KURSUS PERENCAAN,,,,,,
A5EB03E20332F6A0E040640A040252AD,KURSUS PERENCAAN KOTA,,,,,,
A5EB03E20338F6A0E040640A040252AD,KURSUS PERHITUNGAN ANGGARAN,,,,,,
A5EB03E2033AF6A0E040640A040252AD,KURSUS PERPAJAKAN,,,,,,
A5EB03E2033BF6A0E040640A040252AD,KURSUS PERPAJAKAN DAERAH,,,,,,
A5EB03E2033CF6A0E040640A040252AD,KURSUS PERTELAAHAN STAF PARIPURNA,,,,,,
A5EB03E2033DF6A0E040640A040252AD,KURSUS PETUGAS BIDANG BINA MARGA,,,,,,
A5EB03E20341F6A0E040640A040252AD,KURSUS PETUGAS PUPT TK NASIONAL,,,,,,
A5EB03E20340F6A0E040640A040252AD,KURSUS PETUGAS TERNAK KAMBING,,,,,,
A5EB03E20342F6A0E040640A040252AD,KURSUS PIMP PERUSAHAAN PERIKANAN LAUT,,,,,,
A5EB03E20344F6A0E040640A040252AD,KURSUS PJM P3KT + KOCP,,,,,,
A5EB03E20349F6A0E040640A040252AD,KURSUS QUALITY CONTROL,,,,,,
A5EB03E2034AF6A0E040640A040252AD,KURSUS REGIONAL,,,,,,
A5EB03E2034BF6A0E040640A040252AD,KURSUS SANITASI TEPAT GUNA,,,,,,
A5EB03E2035DF6A0E040640A040252AD,KURSUS SAPI PERAH,,,,,,
A5EB03E2034CF6A0E040640A040252AD,KURSUS SISTEM PEMBUANGAN LIMBAH,,,,,,
A5EB03E2034EF6A0E040640A040252AD,KURSUS STATISTIK,,,,,,
A5EB03E2034FF6A0E040640A040252AD,KURSUS SUPERVISI,,,,,,
A5EB03E20350F6A0E040640A040252AD,KURSUS TEKNIK PERKEBUNAN,,,,,,
A5EB03E20351F6A0E040640A040252AD,KURSUS TEKNIK TATA KOTA DAN DAERAH,,,,,,
A5EB03E20353F6A0E040640A040252AD,KURSUS TEKNIS PERIKANAN,,,,,,
A5EB03E20354F6A0E040640A040252AD,KURSUS TEKNISI LABOTARIUM,,,,,,
A5EB03E20352F6A0E040640A040252AD,KURSUS TEKNISI RADIO KOMUNIKASI,,,,,,
A5EB03E20355F6A0E040640A040252AD,KURSUS TEMU KARYA GIZI TERPADU,,,,,,
A5EB03E20356F6A0E040640A040252AD,KURSUS TENAGA KERJA,,,,,,
A5EB03E20357F6A0E040640A040252AD,KURSUS TERTULIS PARIWISATA,,,,,,
A5EB03E2035AF6A0E040640A040252AD,KURSUS URBAN TRANSPORTASI PROJECT IBRD,,,,,,
A5EB03E20359F6A0E040640A040252AD,KURSUS USAHA GIZI KELUARGA,,,,,,
A5EB03E20358F6A0E040640A040252AD,KURSUS USUS TANAH,,,,,,
A5EB03E20362F6A0E040640A040252AD,LAT ANALIS KEMAMPUAN MANAJEMEN(AKM),,,,,,
A5EB03E20365F6A0E040640A040252AD,LAT BAGI APARAT PENGEMBANGAN PERKOTAAN,,,,,,
A5EB03E2035EF6A0E040640A040252AD,LAT CATAR MANAG.PEMERINT.WILCAM DI DT II,,,,,,
A5EB03E20303F6A0E040640A040252AD,LAT DIK.TNG.SUPERV.BID.PERUB.&PENGEM.SOS,,,,,,
A5EB03E2044FF6A0E040640A040252AD,LAT DITEKSI DINI TUMBUH KEMBANG BALITA,,,,,,
A5EB03E203BCF6A0E040640A040252AD,LAT GAS CARA PENGGUNAAN RACUN HAMA PENY,,,,,,
A5EB03E20381F6A0E040640A040252AD,LAT GAS EK. PERTANIAN DRH TRANSMIGRASI,,,,,,
A5EB03E202CDF6A0E040640A040252AD,LAT. INST PENANGGULAN BENCANA ALAM,,,,,,
A5EB03E202CFF6A0E040640A040252AD,LAT INTEG.ASP KEPEND.DLM PERENC PEMBANG.,,,,,,
A5EB03E202D0F6A0E040640A040252AD,LAT. INTENSIFIKASI PEMBENIHAN IKAN,,,,,,
A5EB03E202D1F6A0E040640A040252AD,LAT INVENTARISASI SENSUS BARANG DIDAERAH,,,,,,
A5EB03E202D2F6A0E040640A040252AD,LAT. KADER PEMBANGUNAN DESA,,,,,,
A5EB03E202DBF6A0E040640A040252AD,LAT KERJA PENGAMAT PENGAIRAN,,,,,,
A5EB03E202DAF6A0E040640A040252AD,LAT KERJA PENYUSUNAN PROG.JANG.MENENGAH,,,,,,
A5EB03E202DCF6A0E040640A040252AD,LAT KETRAMPILAN ALAT MESIN PERTANIAN,,,,,,
A5EB03E202DFF6A0E040640A040252AD,LAT KETRAMPILAN BETERNAK AYAM BURAS,,,,,,
A5EB03E202DDF6A0E040640A040252AD,LAT KETRAMPILAN PENYAKIT HEWAN,,,,,,
A5EB03E202E0F6A0E040640A040252AD,LAT KETRAMPILAN TENAGA TEKNIK PETERNAKAN,,,,,,
A5EB03E202E2F6A0E040640A040252AD,LAT KHUSUS KONTRASEPSI BARU,,,,,,
A5EB03E202E3F6A0E040640A040252AD,LAT MAIZOSEET TECHNOLOGY COURS,,,,,,
A5EB03E202E5F6A0E040640A040252AD,LAT MANAG.PEMB.DESA TERPADU BG SEKWILCAM,,,,,,
A5EB03E202EAF6A0E040640A040252AD,LAT MENDISSEMINASI KONSEP TT RUANG KOTA,,,,,,
A5EB03E2030DF6A0E040640A040252AD,LAT OPERATOR ALAT METEOROLOGI PERTANIAN,,,,,,
A5EB03E20449F6A0E040640A040252AD,LAT PARAMEDIS PUSKESMAS DNG TEMPAT TIDUR,,,,,,
A5EB03E202F1F6A0E040640A040252AD,LAT PEG BARU (TTG PAJAK & RETRIBUSI DRH),,,,,,
A5EB03E202F2F6A0E040640A040252AD,LAT PEGAWAI DALAM LINGKUNGAN DIPENDA,,,,,,
A5EB03E202FAF6A0E040640A040252AD,LAT PEMILIHAN LOK.PRO PADAT KARYA(WIPAK),,,,,,
A5EB03E202FEF6A0E040640A040252AD,LAT PENANGANAN KES. HEWAN AYAM BURAS,,,,,,
A5EB03E202FFF6A0E040640A040252AD,LAT PENANGGUL PETERNAKAN PENDPTAN RENDAH,,,,,,
A5EB03E20305F6A0E040640A040252AD,"LAT PENGAMAT HAMA, ISKARA TEH PRODUKSI",,,,,,
A5EB03E20318F6A0E040640A040252AD,LAT PERENC. & TATA LAKSANA PEMBANG. DRH,,,,,,
A5EB03E20378F6A0E040640A040252AD,LAT PERENC. & TATA LAKSANA PEMBANG. DRH,,,,,,
A5EB03E20316F6A0E040640A040252AD,LAT PERENC.ADM. BAGI KETUA BAPPEDA,,,,,,
A5EB03E2039AF6A0E040640A040252AD,LAT PREPARATION MONITOR&EVAL DEVL PROJ.,,,,,,
A5EB03E2039CF6A0E040640A040252AD,LAT PROG. INTEGRASI KB KELAPA HIBRIDA,,,,,,
A5EB03E203ABF6A0E040640A040252AD,LAT STAF PENYULUHAN SUB SEKT NON PANGAN,,,,,,
A5EB03E203ADF6A0E040640A040252AD,LAT STATISTIK PENGOLAH DATA PERIKANAN,,,,,,
A5EB03E202DEF6A0E040640A040252AD,LAT TRAMP.REPRO.&KONTROL STERILISASI PHM,,,,,,
A5EB03E20466F6A0E040640A040252AD,LAT.GAS LAP. PELAYANAN ANAK TERLANTAR,,,,,,
A5EB03E20361F6A0E040640A040252AD,LATIHAN ADM PERENC PEMBANGUNAN,,,,,,
A5EB03E20363F6A0E040640A040252AD,LATIHAN ANALIS MGT KB KESEHATAN TERPADU,,,,,,
A5EB03E20364F6A0E040640A040252AD,LATIHAN AUDIO VISUAL AID,,,,,,
A5EB03E20366F6A0E040640A040252AD,LATIHAN BERCOCOK TANAM,,,,,,
A5EB03E20367F6A0E040640A040252AD,LATIHAN BERCOCOK TANAMAN UBI KAYU,,,,,,
A5EB03E20368F6A0E040640A040252AD,LATIHAN BINA MUTU IKAN,,,,,,
A5EB03E20369F6A0E040640A040252AD,LATIHAN BUDIDAYA AIR PAYAU,,,,,,
A5EB03E2036AF6A0E040640A040252AD,LATIHAN BUDIDAYA AYAM BURAS,,,,,,
A5EB03E2036BF6A0E040640A040252AD,LATIHAN BUDIDAYA JERUK,,,,,,
A5EB03E2036CF6A0E040640A040252AD,LATIHAN BUDIDAYA PERIKANAN,,,,,,
A5EB03E2036DF6A0E040640A040252AD,LATIHAN CAMAT,,,,,,
A5EB03E2036EF6A0E040640A040252AD,LATIHAN DASAR KARET,,,,,,
A5EB03E2036FF6A0E040640A040252AD,LATIHAN DASAR PENYULUH,,,,,,
