TABREF KURSUS,Update: 16/01/2023,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
JENIS_KURSUS_ID,CEPAT_KODE,NAMA,,META DATA,,,,
A5EB03E202DBF6A0E040640A040252AD,2321,LAT KERJA PENGAMAT PENGAIRAN,,,,,,
A5EB03E202DAF6A0E040640A040252AD,2320,LAT KERJA PENYUSUNAN PROG.JANG.MENENGAH,,,,,,
A5EB03E202DCF6A0E040640A040252AD,2322,LAT KETRAMPILAN ALAT MESIN PERTANIAN,,,,,,
A5EB03E202DFF6A0E040640A040252AD,2325,LAT KETRAMPILAN BETERNAK AYAM BURAS,,,,,,
A5EB03E202DDF6A0E040640A040252AD,2323,LAT KETRAMPILAN PENYAKIT HEWAN,,,,,,
A5EB03E202E0F6A0E040640A040252AD,2326,LAT KETRAMPILAN TENAGA TEKNIK PETERNAKAN,,,,,,
A5EB03E202E2F6A0E040640A040252AD,2328,LAT KHUSUS KONTRASEPSI BARU,,,,,,
A5EB03E202E3F6A0E040640A040252AD,2329,LAT MAIZOSEET TECHNOLOGY COURS,,,,,,
A5EB03E202E5F6A0E040640A040252AD,2331,LAT MANAG.PEMB.DESA TERPADU BG SEKWILCAM,,,,,,
A5EB03E202EAF6A0E040640A040252AD,2336,LAT MENDISSEMINASI KONSEP TT RUANG KOTA,,,,,,
A5EB03E2030DF6A0E040640A040252AD,2371,LAT OPERATOR ALAT METEOROLOGI PERTANIAN,,,,,,
A5EB03E20449F6A0E040640A040252AD,2512,LAT PARAMEDIS PUSKESMAS DNG TEMPAT TIDUR,,,,,,
A5EB03E202F1F6A0E040640A040252AD,2343,LAT PEG BARU (TTG PAJAK & RETRIBUSI DRH),,,,,,
A5EB03E202F2F6A0E040640A040252AD,2344,LAT PEGAWAI DALAM LINGKUNGAN DIPENDA,,,,,,
A5EB03E202FAF6A0E040640A040252AD,2352,LAT PEMILIHAN LOK.PRO PADAT KARYA(WIPAK),,,,,,
A5EB03E202FEF6A0E040640A040252AD,2356,LAT PENANGANAN KES. HEWAN AYAM BURAS,,,,,,
A5EB03E202FFF6A0E040640A040252AD,2357,LAT PENANGGUL PETERNAKAN PENDPTAN RENDAH,,,,,,
A5EB03E20305F6A0E040640A040252AD,2363,"LAT PENGAMAT HAMA, ISKARA TEH PRODUKSI",,,,,,
A5EB03E20318F6A0E040640A040252AD,2382,LAT PERENC. & TATA LAKSANA PEMBANG. DRH,,,,,,
A5EB03E20378F6A0E040640A040252AD,2385,LAT PERENC. & TATA LAKSANA PEMBANG. DRH,,,,,,
A5EB03E20316F6A0E040640A040252AD,2380,LAT PERENC.ADM. BAGI KETUA BAPPEDA,,,,,,
A5EB03E2039AF6A0E040640A040252AD,2419,LAT PREPARATION MONITOR&EVAL DEVL PROJ.,,,,,,
A5EB03E2039CF6A0E040640A040252AD,2421,LAT PROG. INTEGRASI KB KELAPA HIBRIDA,,,,,,
A5EB03E203ABF6A0E040640A040252AD,2436,LAT STAF PENYULUHAN SUB SEKT NON PANGAN,,,,,,
A5EB03E203ADF6A0E040640A040252AD,2438,LAT STATISTIK PENGOLAH DATA PERIKANAN,,,,,,
A5EB03E202DEF6A0E040640A040252AD,2324,LAT TRAMP.REPRO.&KONTROL STERILISASI PHM,,,,,,
A5EB03E20466F6A0E040640A040252AD,2541,LAT.GAS LAP. PELAYANAN ANAK TERLANTAR,,,,,,
A5EB03E20361F6A0E040640A040252AD,2278,LATIHAN ADM PERENC PEMBANGUNAN,,,,,,
A5EB03E20363F6A0E040640A040252AD,2280,LATIHAN ANALIS MGT KB KESEHATAN TERPADU,,,,,,
A5EB03E20364F6A0E040640A040252AD,2281,LATIHAN AUDIO VISUAL AID,,,,,,
A5EB03E20366F6A0E040640A040252AD,2283,LATIHAN BERCOCOK TANAM,,,,,,
A5EB03E20367F6A0E040640A040252AD,2284,LATIHAN BERCOCOK TANAMAN UBI KAYU,,,,,,
A5EB03E20368F6A0E040640A040252AD,2285,LATIHAN BINA MUTU IKAN,,,,,,
A5EB03E20369F6A0E040640A040252AD,2286,LATIHAN BUDIDAYA AIR PAYAU,,,,,,
A5EB03E2036AF6A0E040640A040252AD,2287,LATIHAN BUDIDAYA AYAM BURAS,,,,,,
A5EB03E2036BF6A0E040640A040252AD,2288,LATIHAN BUDIDAYA JERUK,,,,,,
A5EB03E2036CF6A0E040640A040252AD,2289,LATIHAN BUDIDAYA PERIKANAN,,,,,,
A5EB03E2036DF6A0E040640A040252AD,2290,LATIHAN CAMAT,,,,,,
A5EB03E2036EF6A0E040640A040252AD,2291,LATIHAN DASAR KARET,,,,,,
A5EB03E2036FF6A0E040640A040252AD,2292,LATIHAN DASAR PENYULUH,,,,,,
A5EB03E20370F6A0E040640A040252AD,2293,LATIHAN DASAR PENYULUHAN P LAPANGAN,,,,,,
A5EB03E20371F6A0E040640A040252AD,2294,LATIHAN DASAR PERENCANAAN,,,,,,
A5EB03E20372F6A0E040640A040252AD,2295,LATIHAN DASAR PERLINDUNGAN TANAMAN,,,,,,
A5EB03E20373F6A0E040640A040252AD,2296,LATIHAN DASAR PPL,,,,,,
A5EB03E20374F6A0E040640A040252AD,2297,LATIHAN DASAR PPL/TEKNIS PERKEBUNAN,,,,,,
A5EB03E20375F6A0E040640A040252AD,2298,LATIHAN DOKTER HEWAN KARANTINA,,,,,,
A5EB03E20376F6A0E040640A040252AD,2299,LATIHAN HAMA PENYAKIT IKAN,,,,,,
A5EB03E20377F6A0E040640A040252AD,2300,LATIHAN HAMA TANAMAN PERKEBUNAN,,,,,,
A5EB03E202C7F6A0E040640A040252AD,2301,LATIHAN IDENTIFIKASI PENYAKIT,,,,,,
A5EB03E202C8F6A0E040640A040252AD,2302,LATIHAN IMPAC POIN,,,,,,
A5EB03E202C9F6A0E040640A040252AD,2303,LATIHAN INPACT POIN,,,,,,
A5EB03E202CAF6A0E040640A040252AD,2304,LATIHAN INSEMINASI BUATAN,,,,,,
A5EB03E202CBF6A0E040640A040252AD,2305,LATIHAN INSTESIPIKASI TERNAK KEJA,,,,,,
A5EB03E202D6F6A0E040640A040252AD,2316,LATIHAN KA SEKSI PRODUKSI,,,,,,
A5EB03E202D3F6A0E040640A040252AD,2313,LATIHAN KAMBING DAN BIRI-BIR,,,,,,
A5EB03E202D4F6A0E040640A040252AD,2314,LATIHAN KARES PERIKANAN,,,,,,
A5EB03E202D5F6A0E040640A040252AD,2315,LATIHAN KASI PENYULUHAN,,,,,,
A5EB03E202D7F6A0E040640A040252AD,2317,LATIHAN KEBUN BENIH,,,,,,
A5EB03E2035FF6A0E040640A040252AD,2276,LATIHAN KELAPA UPP KOPI,,,,,,
A5EB03E202D8F6A0E040640A040252AD,2318,LATIHAN KEPEMP HFA.KBS BAGI PUSKESMAS,,,,,,
A5EB03E202E1F6A0E040640A040252AD,2327,LATIHAN KEUANGAN,,,,,,
A5EB03E202E9F6A0E040640A040252AD,2335,LATIHAN MAKANISME PERTANIAN,,,,,,
A5EB03E202E4F6A0E040640A040252AD,2330,LATIHAN MANAJEMEN PEMBIBITAN KELAPA,,,,,,
A5EB03E202EBF6A0E040640A040252AD,2337,LATIHAN MANAJEMEN PIMPINAN PUSKESMAS,,,,,,
A5EB03E202E6F6A0E040640A040252AD,2332,LATIHAN MANAJEMEN PROGRAM KB,,,,,,
A5EB03E202E7F6A0E040640A040252AD,2333,LATIHAN MANAJEMEN USAHA TANAH,,,,,,
A5EB03E202E8F6A0E040640A040252AD,2334,LATIHAN MANTRI TANI,,,,,,
A5EB03E202ECF6A0E040640A040252AD,2338,LATIHAN MINA PADI,,,,,,
A5EB03E202EDF6A0E040640A040252AD,2339,LATIHAN MODUL 3,,,,,,
A5EB03E203A0F6A0E040640A040252AD,2425,LATIHAN MONITORING DAN EVALUASI,,,,,,
A5EB03E202EEF6A0E040640A040252AD,2340,LATIHAN OPERATOR PESAWAT FAX,,,,,,
A5EB03E202F0F6A0E040640A040252AD,2342,LATIHAN ORIENTASI PPM,,,,,,
A5EB03E202EFF6A0E040640A040252AD,2341,LATIHAN ORINTASI KB GENERASI MUDA,,,,,,
A5EB03E202F3F6A0E040640A040252AD,2345,LATIHAN PELATIHAN KADER PEMBANGUNAN DESA,,,,,,
A5EB03E202F4F6A0E040640A040252AD,2346,LATIHAN PEMANGKASAN KOPI,,,,,,
A5EB03E202F5F6A0E040640A040252AD,2347,LATIHAN PEMASARAN HASIL PERTANIAN,,,,,,
A5EB03E202F6F6A0E040640A040252AD,2348,LATIHAN PEMBAURAN BAGI KPPL,,,,,,
A5EB03E202F7F6A0E040640A040252AD,2349,LATIHAN PEMBEKALAN KETERAMPILAN TEKHNIS,,,,,,
A5EB03E202F8F6A0E040640A040252AD,2350,LATIHAN PEMBEKALAN PARA CAMAT,,,,,,
A5EB03E202FBF6A0E040640A040252AD,2353,LATIHAN PEMBINAAN KARANG TARUNA,,,,,,
A5EB03E202F9F6A0E040640A040252AD,2351,LATIHAN PEMBINAAN WANITA TANI,,,,,,
A5EB03E202FCF6A0E040640A040252AD,2354,LATIHAN PEMUPUKAN BERIMBANG,,,,,,
A5EB03E202FDF6A0E040640A040252AD,2355,LATIHAN PENANGANAN KESEHATAN HEWAN,,,,,,
A5EB03E20300F6A0E040640A040252AD,2358,LATIHAN PENANGKAPAN IKAN,,,,,,
A5EB03E20301F6A0E040640A040252AD,2359,LATIHAN PENCACAH DATA STATISTIK,,,,,,
A5EB03E20302F6A0E040640A040252AD,2360,LATIHAN PENDIDIKAN K/KB,,,,,,
A5EB03E20304F6A0E040640A040252AD,2362,LATIHAN PENGADAAN BARANG INVENT.LN.NEG,,,,,,
A5EB03E20306F6A0E040640A040252AD,2364,LATIHAN PENGASUH BBI,,,,,,
A5EB03E20307F6A0E040640A040252AD,2365,LATIHAN PENGAWAS OBAT HEWAN,,,,,,
A5EB03E20308F6A0E040640A040252AD,2366,LATIHAN PENGAWASAN DAN PENGENDALIAN,,,,,,
A5EB03E20309F6A0E040640A040252AD,2367,LATIHAN PENGELOLA OBAT DI PUSKESMAS,,,,,,
A5EB03E2030AF6A0E040640A040252AD,2368,LATIHAN PENGELOLAAN BBI,,,,,,
A5EB03E2030BF6A0E040640A040252AD,2369,LATIHAN PENGENDALIAN HAMA TERPADU,,,,,,
A5EB03E2030CF6A0E040640A040252AD,2370,LATIHAN PENGKAJIAN DAMPAK LINGKUNGAN,,,,,,
A5EB03E2030EF6A0E040640A040252AD,2372,LATIHAN PENGUJI SUSU,,,,,,
A5EB03E2030FF6A0E040640A040252AD,2373,LATIHAN PENGULITAN,,,,,,
A5EB03E20310F6A0E040640A040252AD,2374,LATIHAN PENINGKATAN PENGETAHUAN TEH PEG,,,,,,
A5EB03E20311F6A0E040640A040252AD,2375,LATIHAN PENYAJIAN PROTOKER,,,,,,
A5EB03E20312F6A0E040640A040252AD,2376,LATIHAN PENYULUH SUB SEKTOR NON PANGAN,,,,,,
A5EB03E20313F6A0E040640A040252AD,2377,LATIHAN PENYULUHAN BAGI PPS,,,,,,
A5EB03E20314F6A0E040640A040252AD,2378,LATIHAN PENYULUHAN PERTANIAN,,,,,,
A5EB03E20315F6A0E040640A040252AD,2379,LATIHAN PENYULUHAN PERTANIAN SPESIALIS,,,,,,
A5EB03E20360F6A0E040640A040252AD,2277,LATIHAN PERENC SD INPRES,,,,,,
A5EB03E20317F6A0E040640A040252AD,2381,LATIHAN PERENCANAAN DAN PRAKTEK LAPANGAN,,,,,,
A5EB03E20379F6A0E040640A040252AD,2386,LATIHAN PERENCANAAN PERTANIAN,,,,,,
A5EB03E2037AF6A0E040640A040252AD,2387,LATIHAN PERENCANAAN PRODUKSI PERTANIAN,,,,,,
A5EB03E20319F6A0E040640A040252AD,2383,LATIHAN PERENCANAAN STATISTIK KESEHATAN,,,,,,
A5EB03E2031AF6A0E040640A040252AD,2384,LATIHAN PERENCANAAN TU PEMBANGUNAN,,,,,,
A5EB03E2037BF6A0E040640A040252AD,2388,LATIHAN PERIKANAN AIR TAWAR,,,,,,
A5EB03E2037CF6A0E040640A040252AD,2389,LATIHAN PERKREDITAN,,,,,,
A5EB03E2037DF6A0E040640A040252AD,2390,LATIHAN PERKREDITAN DAN PEMASARAN,,,,,,
A5EB03E2037EF6A0E040640A040252AD,2391,LATIHAN PERLINDUNGAN TANAMAN KOPI,,,,,,
A5EB03E2037FF6A0E040640A040252AD,2392,LATIHAN PERLINDUNGAN TANAMAN PERKEBUNAN,,,,,,
A5EB03E20380F6A0E040640A040252AD,2393,LATIHAN PETUGAS BENIH,,,,,,
A5EB03E20382F6A0E040640A040252AD,2395,LATIHAN PETUGAS LBK,,,,,,
A5EB03E20383F6A0E040640A040252AD,2396,LATIHAN PETUGAS MEDIS,,,,,,
A5EB03E20384F6A0E040640A040252AD,2397,LATIHAN PETUGAS OPRS TRANSMIGRASI,,,,,,
A5EB03E20385F6A0E040640A040252AD,2398,LATIHAN PETUGAS PALAWIJA,,,,,,
A5EB03E20386F6A0E040640A040252AD,2399,LATIHAN PETUGAS PARAMEDIS/JURU SITA,,,,,,
A5EB03E20387F6A0E040640A040252AD,2400,LATIHAN PETUGAS PENGUMPULAN DATA,,,,,,
A5EB03E20388F6A0E040640A040252AD,2401,LATIHAN PETUGAS PERBAIKAN STATISTIK,,,,,,
A5EB03E20389F6A0E040640A040252AD,2402,LATIHAN PETUGAS PERKEBUNAN,,,,,,
A5EB03E2038AF6A0E040640A040252AD,2403,LATIHAN PETUGAS PERKEBUNAN / OLAH KEBUN,,,,,,
A5EB03E2038BF6A0E040640A040252AD,2404,LATIHAN PETUGAS PERLINDUNGAN,,,,,,
A5EB03E2038CF6A0E040640A040252AD,2405,LATIHAN PETUGAS PROYEK PKGB,,,,,,
A5EB03E2038DF6A0E040640A040252AD,2406,LATIHAN PETUGAS TEKNIK LAPANGAN,,,,,,
A5EB03E2038EF6A0E040640A040252AD,2407,LATIHAN PETUGAS UPP,,,,,,
A5EB03E2038FF6A0E040640A040252AD,2408,LATIHAN PLPT,,,,,,
A5EB03E20390F6A0E040640A040252AD,2409,LATIHAN PLPT KELAPA,,,,,,
A5EB03E20391F6A0E040640A040252AD,2410,LATIHAN PLPT TEBU DAN KOPI,,,,,,
A5EB03E20392F6A0E040640A040252AD,2411,LATIHAN PLPT TEMBAKAU,,,,,,
A5EB03E20393F6A0E040640A040252AD,2412,LATIHAN PPL ANEKA USAHA TANI,,,,,,
A5EB03E20394F6A0E040640A040252AD,2413,LATIHAN PPL/NAEP,,,,,,
A5EB03E20395F6A0E040640A040252AD,2414,LATIHAN PPM SUPERVISOR,,,,,,
A5EB03E20396F6A0E040640A040252AD,2415,LATIHAN PPS BD. AGRONOMI,,,,,,
A5EB03E20397F6A0E040640A040252AD,2416,LATIHAN PPS DASAR,,,,,,
A5EB03E20398F6A0E040640A040252AD,2417,LATIHAN PPS UNTUK PPT,,,,,,
A5EB03E20399F6A0E040640A040252AD,2418,LATIHAN PPS UPPI,,,,,,
A5EB03E2039BF6A0E040640A040252AD,2420,LATIHAN PRODUKSI PADI,,,,,,
A5EB03E2039DF6A0E040640A040252AD,2422,LATIHAN PROP. PETUGAS PEMBINA PSM,,,,,,
A5EB03E2039EF6A0E040640A040252AD,2423,LATIHAN PROTEKSI TANAMAN PERKEBUNAN,,,,,,
A5EB03E2039FF6A0E040640A040252AD,2424,LATIHAN PROYEK MANAGEMEN SISTEM,,,,,,
A5EB03E203A1F6A0E040640A040252AD,2426,LATIHAN PWS KB KESEHATAN,,,,,,
A5EB03E203A2F6A0E040640A040252AD,2427,LATIHAN QUALITY KONTROL,,,,,,
A5EB03E203A3F6A0E040640A040252AD,2428,LATIHAN REGISTRASI KEPENDUDUKAN,,,,,,
A5EB03E203A4F6A0E040640A040252AD,2429,LATIHAN REGISTRASI PENDUDUK,,,,,,
A5EB03E203A5F6A0E040640A040252AD,2430,LATIHAN RENDEMAN,,,,,,
A5EB03E203A6F6A0E040640A040252AD,2431,LATIHAN SAPI PERAH,,,,,,
A5EB03E203A7F6A0E040640A040252AD,2432,LATIHAN SATGASSOS PBA,,,,,,
A5EB03E203A8F6A0E040640A040252AD,2433,LATIHAN SIKLUS PROGRAM PPC-A,,,,,,
A5EB03E203A9F6A0E040640A040252AD,2434,LATIHAN SISTEM PENDIDIKAN KOMPUTER,,,,,,
A5EB03E203AAF6A0E040640A040252AD,2435,LATIHAN STAF PENYULUHAN,,,,,,
A5EB03E203ACF6A0E040640A040252AD,2437,LATIHAN STATISTIK,,,,,,
A5EB03E203AEF6A0E040640A040252AD,2439,LATIHAN STRATIFIKASI BAGI TU PUSKESMAS,,,,,,
A5EB03E203AFF6A0E040640A040252AD,2440,LATIHAN SUPERVISI,,,,,,
A5EB03E203B0F6A0E040640A040252AD,2441,LATIHAN TANAMAN JAMUR,,,,,,
A5EB03E203B1F6A0E040640A040252AD,2442,LATIHAN TEHNOLOGI PASCA PANEN,,,,,,
A5EB03E203B2F6A0E040640A040252AD,2443,LATIHAN TEKNIK PEN. PROYEK,,,,,,
A5EB03E203B3F6A0E040640A040252AD,2444,LATIHAN TEKNIS PENGENDALIAN LINGKUNGAN,,,,,,
A5EB03E203B4F6A0E040640A040252AD,2445,LATIHAN TEKNIS PENYULUHAN,,,,,,
A5EB03E203B5F6A0E040640A040252AD,2446,"LATIHAN TEKNIS PERAWAT, BIDAN",,,,,,
A5EB03E203B6F6A0E040640A040252AD,2447,LATIHAN TEKNIS PERIKANAN,,,,,,
A5EB03E203B7F6A0E040640A040252AD,2448,LATIHAN TEKNIS PERKEBUNAN,,,,,,
A5EB03E203B8F6A0E040640A040252AD,2449,LATIHAN TEKNOLOGI KULIT,,,,,,
A5EB03E203B9F6A0E040640A040252AD,2450,"LATIHAN TEKNOLOGI SUSU, DAGING, TELUR",,,,,,
A5EB03E203BAF6A0E040640A040252AD,2451,LATIHAN TENAGA KEARSIPAN,,,,,,
A5EB03E203BBF6A0E040640A040252AD,2452,LATIHAN UPGK,,,,,,
A5EB03E202CCF6A0E040640A040252AD,2306,LAT.INST MANTAP.PENYL PEM. DESA,,,,,,
A5EB03E202CEF6A0E040640A040252AD,2308,LAT.INST PENYELENGGARAAN PEM.DESA,,,,,,
A5EB03E20451F6A0E040640A040252AD,2520,LAT.INTEG.ASPEK KEPEN.DL PROS.PERENC.DRH,,,,,,
A5EB03E202D9F6A0E040640A040252AD,2319,LATJA PENYUS.INVEST.PRASARANA KATA P3KT,,,,,,
A5EB03E20456F6A0E040640A040252AD,2525,LAT.MANAG.KEPEMIMPINAN WANITA BIKAS UKS,,,,,,
A5EB03E20461F6A0E040640A040252AD,2536,LAT.PENGGUNAAN BHN TAMBAHAN PROYEK BIPIK,,,,,,
A5EB03E20463F6A0E040640A040252AD,2538,LAT.PENINGK.KEMAMP.SEKWILMAT DARI MPP,,,,,,
A5EB03E20464F6A0E040640A040252AD,2539,LAT.PERENC & PENILAIAN UPAYA KESEHATAN,,,,,,
A5EB03E2046BF6A0E040640A040252AD,2546,LAT.REG.GAS.KES.DT II DLM UPAYA KES TRAD,,,,,,
A5EB03E20470F6A0E040640A040252AD,2551,LAT.UPAYA KES.PEKERJA SEKTOR INFORMAL,,,,,,
A5EB03E203BEF6A0E040640A040252AD,2455,LIMBAH RUMAH TANGGA,,,,,,
A5EB03E20490F6A0E040640A040252AD,2583,LIT PELAK OT.NYATA&BERTANG.JWB PD DT II,,,,,,
A5EB03E203BFF6A0E040640A040252AD,2456,LITSUS,,,,,,
A5EB03E203C0F6A0E040640A040252AD,2457,LK3,,,,,,
A5EB03E203C1F6A0E040640A040252AD,2458,LMLP PEMBANGUNAN DESA,,,,,,
A5EB03E203C2F6A0E040640A040252AD,2459,LOKAKARYA MANAG.PEMBANG. SWADAYA MASY.,,,,,,
A5EB03E203C3F6A0E040640A040252AD,2460,LPPTD,,,,,,
A5EB03E203CEF6A0E040640A040252AD,2471,MANAG. AUDIT & SISTIM INFORMASI MANAG.,,,,,,
A5EB03E203C7F6A0E040640A040252AD,2464,MANAGEMENT KELAPA,,,,,,
A5EB03E203C8F6A0E040640A040252AD,2465,MANAGEMENT KELAPA UPP,,,,,,
A5EB03E203C9F6A0E040640A040252AD,2466,MANAGEMENT KOPI,,,,,,
E67F0157EEC4EB31E050640AF10844ED,3164,MANAGEMENT OF TRAINING,,,,,,
A5EB03E203D0F6A0E040640A040252AD,2473,MANAGEMENT PEMBANGUNAN KOTA,,,,,,
A5EB03E203CAF6A0E040640A040252AD,2467,MANAGEMENT PEMERINTAHAN DESA,,,,,,
A5EB03E203CBF6A0E040640A040252AD,2468,MANAGEMENT PENDAPATAN DAERAH,,,,,,
A5EB03E203D7F6A0E040640A040252AD,2480,MANAGEMENT PENYULUHAN PETERNAKAN,,,,,,
A5EB03E203CCF6A0E040640A040252AD,2469,MANAGEMENT PERAIRAN UMUM,,,,,,
A5EB03E203C5F6A0E040640A040252AD,2462,MANAGEMENT PERKOTAAN,,,,,,
A5EB03E203C6F6A0E040640A040252AD,2463,MANAGEMENT PROYEK,,,,,,
A5EB03E203CDF6A0E040640A040252AD,2470,MANAGEMENT USAHA TANI,,,,,,
A5EB03E203C4F6A0E040640A040252AD,2461,MANAG.EXTEN.TRAINING COURSE DI AUSTRALIA,,,,,,
E67F0157EEC5EB31E050640AF10844ED,3165,MANAJEMEN KESEKRETARIATAN,,,,,,
E67F0157EEC6EB31E050640AF10844ED,3166,MANAJEMEN PELAKSANAAN KEGIATAN,,,,,,
E67F0157EEC7EB31E050640AF10844ED,3167,MANAJEMEN PENGAWASAN,,,,,,
E67F0157EEC8EB31E050640AF10844ED,3168,MANAJEMEN PENGELOLAAN ANGGARAN UNTUK KAJARI,,,,,,
E67F0157EEC9EB31E050640AF10844ED,3169,MANAJEMEN PENYELIDIKAN PENYIDIKAN,,,,,,
E67F0157EECAEB31E050640AF10844ED,3170,MANAJEMEN PERENCANAAN PROGRAM,,,,,,
E67F0157EECBEB31E050640AF10844ED,3171,MANAJEMEN RESIKO,,,,,,
A5EB03E203CFF6A0E040640A040252AD,2472,MANAMEMENT PADANG PENGEMBALAAN,,,,,,
A5EB03E203D1F6A0E040640A040252AD,2474,MANDOR BINA MARGA,,,,,,
A5EB03E203D2F6A0E040640A040252AD,2475,MAPATOA,,,,,,
A5EB03E203D3F6A0E040640A040252AD,2476,MATA,,,,,,
A5EB03E201F7F6A0E040640A040252AD,2876,MENGETIK,,,,,,
A5EB03E203D4F6A0E040640A040252AD,2477,MESIN-MESIN PERTANIAN,,,,,,
A5EB03E203D5F6A0E040640A040252AD,2478,METODOLOGI PENELITIAN,,,,,,
A5EB03E203D6F6A0E040640A040252AD,2479,METRO PENELITIAN,,,,,,
A5EB03E203D8F6A0E040640A040252AD,2481,MOTORIS PERIKANAN,,,,,,
A5EB03E203D9F6A0E040640A040252AD,2482,MST (METODE SURVEY TERAPAN),,,,,,
A5EB03E203DAF6A0E040640A040252AD,2483,MUSYAWARAH KESERASIAN SOSIAL,,,,,,
A5EB03E204F0F6A0E040640A040252AD,2679,NAT. GAS PENGELOLA PROG.KUALITAS AIR,,,,,,
A5EB03E204E1F6A0E040640A040252AD,2664,NAT. PENINGKATAN KA. URUSAN PEMERINTAHAN,,,,,,
A5EB03E204EAF6A0E040640A040252AD,2673,NAT. PERENC. DAL.WAS &EVALUASI PEMBANG.,,,,,,
A5EB03E204D8F6A0E040640A040252AD,2655,NAT.BIN PJB PEMBUAT PERATURAN PER U U AN,,,,,,
A5EB03E204B8F6A0E040640A040252AD,2623,NAT.DIKLAT WAS KEU NEG.TINGKAT PELAKSANA,,,,,,
A5EB03E204EEF6A0E040640A040252AD,2677,NAT.GAS PARAMEDIS MIKROSKOPIS & TB PARU,,,,,,
A5EB03E204EFF6A0E040640A040252AD,2678,NAT.GAS PENATAR KESEHATAN MASY.PUSKESMAS,,,,,,
A5EB03E204BCF6A0E040640A040252AD,2627,NAT.IMUN.&STUDI BANDING KASUBSI IMUNIS.,,,,,,
A5EB03E204BDF6A0E040640A040252AD,2628,NAT.INSTRUK PEMANTAPAN PENYELENG. PEMDES,,,,,,
A5EB03E204D4F6A0E040640A040252AD,2651,NAT.LAKS APLIKASI ADM. PENDAPATAN DRH,,,,,,
A5EB03E204D6F6A0E040640A040252AD,2653,NAT.LAT.TEKNIS FUNG. DOKTER PUSKESMAS,,,,,,
A5EB03E204AAF6A0E040640A040252AD,2609,NAT.MANAG.MOTIV.TRAIN.FOR PERFORME IMPR.,,,,,,
A5EB03E204D5F6A0E040640A040252AD,2652,NAT.PELATIH INSTRUK.PENYELENGGARA DESA,,,,,,
A5EB03E204D7F6A0E040640A040252AD,2654,NAT.PEMANTAPAN PELAKSANAAN WAJIB BELAJAR,,,,,,
A5EB03E204DAF6A0E040640A040252AD,2657,NAT.PENENTUAN PERED.PEMBAGIAN DR TERPADU,,,,,,
A5EB03E204E2F6A0E040640A040252AD,2665,NAT.PENING.KETRAMP KERJA APR BIN SOSPOL,,,,,,
A5EB03E204E5F6A0E040640A040252AD,2668,NAT.PENYUSUNAN DESAIN&EVAL PROY LAT PKKT,,,,,,
A5EB03E204E6F6A0E040640A040252AD,2669,NAT.PERAD HUK DIBERLAKUKAN U U NO.5/1986,,,,,,
A5EB03E204EBF6A0E040640A040252AD,2674,NAT.PERENC.PADU PEMBANG.KOMP.HANKAM NEG.,,,,,,
A5EB03E204FEF6A0E040640A040252AD,2693,NAT.SISTEM JARINGAN DOK.&INFORMASI HUKUM,,,,,,
A5EB03E204DBF6A0E040640A040252AD,2658,NAT.WAS PARA PJB PENGURUS FUNG.DATI I/II,,,,,,
A5EB03E203DBF6A0E040640A040252AD,2484,NET WORK PLAINING IV,,,,,,
A5EB03E203DCF6A0E040640A040252AD,2485,O DAN M,,,,,,
A5EB03E203DDF6A0E040640A040252AD,2486,O DAN M JARINGAN AIR BERSIH,,,,,,
A5EB03E203DEF6A0E040640A040252AD,2487,OB FARM WATRO USE WATU MANAG TRAIN.& DEV,,,,,,
A5EB03E203DFF6A0E040640A040252AD,2488,ON FARM WATER USE,,,,,,
A5EB03E203E0F6A0E040640A040252AD,2489,ORGANISASI DAN MANAGEMENT PERPAJAKAN,,,,,,
A5EB03E203E8F6A0E040640A040252AD,2497,ORIENT. PEMBG.DT.II TERPADU,,,,,,
A5EB03E203E1F6A0E040640A040252AD,2490,ORIENTASI ADM. KEPENDUDUKAN,,,,,,
A5EB03E203E2F6A0E040640A040252AD,2491,ORIENTASI LMD,,,,,,
A5EB03E203E3F6A0E040640A040252AD,2492,ORIENTASI MANAGEMENT LPDT,,,,,,
A5EB03E203E4F6A0E040640A040252AD,2493,ORIENTASI PEMBANGUNAN,,,,,,
A5EB03E203E5F6A0E040640A040252AD,2494,ORIENTASI PERPUSTAKAAN,,,,,,
A5EB03E203E6F6A0E040640A040252AD,2495,ORIENTASI PPL,,,,,,
A5EB03E203E7F6A0E040640A040252AD,2496,ORIENTASI PROG. PENGHIJAUAN,,,,,,
A5EB03E203E9F6A0E040640A040252AD,2498,P2 KUSTA,,,,,,
A5EB03E203EAF6A0E040640A040252AD,2499,P2LPK,,,,,,
A5EB03E203EBF6A0E040640A040252AD,2500,P2M,,,,,,
A5EB03E203ECF6A0E040640A040252AD,2501,P5D,,,,,,
A5EB03E203EDF6A0E040640A040252AD,2502,PAFPACK,,,,,,
A5EB03E203EEF6A0E040640A040252AD,2503,PANGAN DAN GIZI,,,,,,
A5EB03E203EFF6A0E040640A040252AD,2504,PANT. APARAT PENGEL. PEMB. KOTA,,,,,,
A5EB03E203F0F6A0E040640A040252AD,2505,PATOLOGI ANATOMI,,,,,,
A5EB03E203F1F6A0E040640A040252AD,2506,PCC - BP3KT,,,,,,
