TABREF KURSUS,Update: 16/01/2023,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
JENIS_KURSUS_ID,CEPAT_KODE,NAMA,,META DATA,,,,
8B91B70E3C0512E5E050640A29034DA5,3041,DIKLAT FUNGSIONAL STATISTISI,,,,,,
8B91B70E3BF312E5E050640A29034DA5,3023,DIKLAT FUNGSIONAL SURVEYOR PEMETAAN,,,,,,
8B91B70E3B9D12E5E050640A29034DA5,2937,DIKLAT FUNGSIONAL TEKNIK JALAN DAN JEMBATAN,,,,,,
8B91B70E3B9E12E5E050640A29034DA5,2938,DIKLAT FUNGSIONAL TEKNIK PENGAIRAN,,,,,,
8B91B70E3BA012E5E050640A29034DA5,2940,DIKLAT FUNGSIONAL TEKNIK PENYEHATAN LINGKUNGAN,,,,,,
8B91B70E3B9F12E5E050640A29034DA5,2939,DIKLAT FUNGSIONAL TEKNIK TATA BANGUNAN DAN PERUMAHAN,,,,,,
8B91B70E3BC412E5E050640A29034DA5,2976,DIKLAT FUNGSIONAL TEKNISI ELEKTROMEDIS,,,,,,
8B91B70E3BC512E5E050640A29034DA5,2977,DIKLAT FUNGSIONAL TEKNISI GIGI,,,,,,
8B91B70E3BF612E5E050640A29034DA5,3026,DIKLAT FUNGSIONAL TEKNISI PENELITIAN DAN PEREKAYASAAN,,,,,,
8B91B70E3B6912E5E050640A29034DA5,2885,DIKLAT FUNGSIONAL TEKNISI PENERBANGAN,,,,,,
8B91B70E3BEB12E5E050640A29034DA5,3015,DIKLAT FUNGSIONAL TEKNISI SIARAN,,,,,,
8B91B70E3BC612E5E050640A29034DA5,2978,DIKLAT FUNGSIONAL TEKNISI TRANSFUSI DARAH,,,,,,
8B91B70E3BC712E5E050640A29034DA5,2979,DIKLAT FUNGSIONAL TERAPIS WICARA,,,,,,
8B91B70E3BFE12E5E050640A29034DA5,3034,DIKLAT FUNGSIONAL WIDYAISWARA,,,,,,
D834501E63B63A8CE050640AF10824F4,3144,DIKLAT HUMAS,,,,,,
D834501E63AC3A8CE050640AF10824F4,3134,DIKLAT INFORMATION COMMUNICATION TECHNOLOGY,,,,,,
A5EB03E2022DF6A0E040640A040252AD,2054,DIKLAT KADER PEMBIBITAN UDANG,,,,,,
A5EB03E2022EF6A0E040640A040252AD,2055,DIKLAT KEPEMIMPINAN SERIKAT BURUH,,,,,,
A5EB03E2022FF6A0E040640A040252AD,2056,DIKLAT KEPENDUDUKAN,,,,,,
A5EB03E20230F6A0E040640A040252AD,2057,DIKLAT LANJUTAN PETUGAS OPERATOR,,,,,,
A5EB03E20221F6A0E040640A040252AD,2042,DIKLAT LLD/PKB,,,,,,
A5EB03E20222F6A0E040640A040252AD,2043,DIKLAT MANTRI HEWAN,,,,,,
A5EB03E20223F6A0E040640A040252AD,2044,DIKLAT MASTER OF CEREMONY (MC),,,,,,
A5EB03E20224F6A0E040640A040252AD,2045,DIKLAT MONITORING & PELAPORAN PEMBANG.,,,,,,
D834501E63BB3A8CE050640AF10824F4,3149,DIKLAT MULTICAMERA MUSIK,,,,,,
D834501E63C03A8CE050640AF10824F4,3154,DIKLAT MULTIPLEXING,,,,,,
D834501E63B53A8CE050640AF10824F4,3143,DIKLAT OPERATOR AC NIELSON,,,,,,
A5EB03E20231F6A0E040640A040252AD,2058,DIKLAT OPERATOR KOMPUTER,,,,,,
A5EB03E20225F6A0E040640A040252AD,2046,DIKLAT PENANGGULANGAN BAHAYA KEBAKARAN,,,,,,
D834501E63B93A8CE050640AF10824F4,3147,DIKLAT PENDAHULUAN JURNALISTIK TV,,,,,,
D834501E63B83A8CE050640AF10824F4,3146,DIKLAT PENDAHULUAN PRODUKSI,,,,,,
D834501E63BA3A8CE050640AF10824F4,3148,DIKLAT PENDAHULUAN TOS (TEKNIK OPERASIONAL STUDIO),,,,,,
A5EB03E20232F6A0E040640A040252AD,2059,DIKLAT PENGAMANAN KESEHATAN HAJI,,,,,,
A5EB03E20233F6A0E040640A040252AD,2060,DIKLAT PENILAIAN HARTA TETAP,,,,,,
A5EB03E20236F6A0E040640A040252AD,2063,DIKLAT PENYULUH PERIKANAN TK.II,,,,,,
A5EB03E20235F6A0E040640A040252AD,2062,DIKLAT PENYULUH PERTANIAN/PERIKANAN,,,,,,
E67F0157EEBFEB31E050640AF10844ED,3159,DIKLAT PENYUSUNAN KURIKULUM,,,,,,
E67F0157EEC0EB31E050640AF10844ED,3160,DIKLAT PENYUSUNAN MODUL,,,,,,
A5EB03E20226F6A0E040640A040252AD,2047,DIKLAT PERPUSTAKAAN KELILING,,,,,,
A5EB03E20227F6A0E040640A040252AD,2048,DIKLAT PROYEK MANAGEMENT SISTEM,,,,,,
D834501E63AF3A8CE050640AF10824F4,3137,DIKLAT REPORTER OLAHRAGA,,,,,,
A5EB03E20237F6A0E040640A040252AD,2064,DIKLAT SANDI,,,,,,
A5EB03E20238F6A0E040640A040252AD,2065,DIKLAT SJDI,,,,,,
A5EB03E20228F6A0E040640A040252AD,2049,DIKLAT TEK. & MANAG. PERENC. PEMBANG.,,,,,,
CEB02F55C44C5BA2E050640AF1085889,3078,DIKLAT TEKNIS ANALIS ANGGARAN,,,,,,
CEB02F55C45C5BA2E050640AF1085889,3094,DIKLAT TEKNIS ANALIS HUKUM,,,,,,
CEB02F55C4545BA2E050640AF1085889,3086,DIKLAT TEKNIS ANALIS KEBIJAKAN,,,,,,
CF556584FA51276BE050640AF108582B,3119,DIKLAT TEKNIS ANALIS KETATALAKSANAAN,,,,,,
CF556584FA52276BE050640AF108582B,3120,DIKLAT TEKNIS ANALIS SDM APARATUR,,,,,,
CEB02F55C44D5BA2E050640AF1085889,3079,DIKLAT TEKNIS ARSIPARIS,,,,,,
CEB02F55C4515BA2E050640AF1085889,3083,DIKLAT TEKNIS ASESOR SDM,,,,,,
CF556584FA53276BE050640AF108582B,3121,DIKLAT TEKNIS ASESOR SDM APARATUR,,,,,,
CF556584FA54276BE050640AF108582B,3122,DIKLAT TEKNIS AUDITOR,,,,,,
CEB02F55C44F5BA2E050640AF1085889,3081,DIKLAT TEKNIS AUDITOR,,,,,,
CEB02F55C45D5BA2E050640AF1085889,3095,DIKLAT TEKNIS PELAKSANA,,,,,,
CEB02F55C4535BA2E050640AF1085889,3085,DIKLAT TEKNIS PENATA LAKSANA BARANG,,,,,,
CF556584FA55276BE050640AF108582B,3123,DIKLAT TEKNIS PENELAAH HUKUM,,,,,,
CEB02F55C4495BA2E050640AF1085889,3075,DIKLAT TEKNIS PENGAWAS FARMASI DAN MAKANAN,,,,,,
CF556584FA56276BE050640AF108582B,3124,DIKLAT TEKNIS PENGELOLA BARANG MILIK NEGARA,,,,,,
CEB02F55C44A5BA2E050640AF1085889,3076,DIKLAT TEKNIS PENGELOLA KEUANGAN APBN,,,,,,
CEB02F55C44B5BA2E050640AF1085889,3077,DIKLAT TEKNIS PENGELOLA PENGADAAN BARANG DAN JASA,,,,,,
CEB02F55C4525BA2E050640AF1085889,3084,DIKLAT TEKNIS PENGELOLA SDM APARATUR,,,,,,
CEB02F55C4555BA2E050640AF1085889,3087,DIKLAT TEKNIS PENGEMBANGAN TEKNOLOGI PEMBELAJARAN,,,,,,
CEB02F55C44E5BA2E050640AF1085889,3080,DIKLAT TEKNIS PERANCANG UNDANG-UNDANG,,,,,,
CEB02F55C4575BA2E050640AF1085889,3089,DIKLAT TEKNIS PERENCANA,,,,,,
CEB02F55C4565BA2E050640AF1085889,3088,DIKLAT TEKNIS PRANATA HUMAS,,,,,,
CEB02F55C4505BA2E050640AF1085889,3082,DIKLAT TEKNIS PRANATA KOMPUTER,,,,,,
CF556584FA58276BE050640AF108582B,3126,DIKLAT TEKNIS PRANATA SDM APARATUR,,,,,,
D8BE940B5EAB87A4E050640AF1080D2C,3157,DIKLAT TEKNIS PRANATA SIARAN,,,,,,
CEB02F55C4585BA2E050640AF1085889,3090,DIKLAT TEKNIS PSIKOLOGI KLINIS,,,,,,
CEB02F55C4595BA2E050640AF1085889,3091,DIKLAT TEKNIS PUSTAKAWAN,,,,,,
CF556584FA59276BE050640AF108582B,3127,DIKLAT TEKNIS SEKRETARIS,,,,,,
CEB02F55C45A5BA2E050640AF1085889,3092,DIKLAT TEKNIS STATISTISI,,,,,,
CEB02F55C45E5BA2E050640AF1085889,3096,DIKLAT TEKNIS STRUKTURAL,,,,,,
D07CD28E524AC8B3E050640AF1084D6F,3129,DIKLAT TEKNIS TELEKOMUNIKASI,,,,,,
CF556584FA5A276BE050640AF108582B,3128,DIKLAT TEKNIS VERIFIKATUR KEUANGAN,,,,,,
CEB02F55C45B5BA2E050640AF1085889,3093,DIKLAT TEKNIS WIDYAISWARA,,,,,,
A5EB03E20239F6A0E040640A040252AD,2066,DIKLAT TEKNOLOGI PERIKANAN AIR PAYAU,,,,,,
A5EB03E2023AF6A0E040640A040252AD,2067,DIKLAT TEKNOLOGI PERIKANAN AIR TAWAR,,,,,,
A5EB03E20229F6A0E040640A040252AD,2050,DIKLAT TENAGA PENELITI,,,,,,
A5EB03E2023BF6A0E040640A040252AD,2068,DIKLAT TENAGA SOSIAL,,,,,,
A5EB03E2022AF6A0E040640A040252AD,2051,DIKLAT TERNAK BABI,,,,,,
D834501E63AA3A8CE050640AF10824F4,3132,DIKLAT TRAINING OF TRAINER,,,,,,
D834501E63B33A8CE050640AF10824F4,3141,DIKLAT UMUM VIDEO EDITOR (ONLINE - PERHUBUNGAN),,,,,,
A5EB03E2023CF6A0E040640A040252AD,2069,DRAINASE JALAN,,,,,,
A5EB03E2023DF6A0E040640A040252AD,2070,EKONOMI PERTANIAN,,,,,,
D834501E63B43A8CE050640AF10824F4,3142,ELECTRICAL GROUNDING,,,,,,
A5EB03E2023EF6A0E040640A040252AD,2071,ENGINE/MESIN,,,,,,
A5EB03E2023FF6A0E040640A040252AD,2072,FORUM KONST. BIDANG PENANAMAN MODAL,,,,,,
A5EB03E20240F6A0E040640A040252AD,2073,FRAMBUSIA,,,,,,
A5EB03E20241F6A0E040640A040252AD,2074,FUNGSI ADMINISTRASI,,,,,,
A5EB03E20432F6A0E040640A040252AD,2759,GAS PENYULUHAN BIN TERPADU DESA TERPADU,,,,,,
A5EB03E20242F6A0E040640A040252AD,2075,GAS REGISTER,,,,,,
A5EB03E20243F6A0E040640A040252AD,2076,GENERAL GUIDE,,,,,,
A5EB03E20244F6A0E040640A040252AD,2077,HAMA DAN PENYAKIT,,,,,,
A5EB03E20245F6A0E040640A040252AD,2078,HANDLUS SEMEN,,,,,,
A5EB03E20246F6A0E040640A040252AD,2079,HIJAUAN MAKANAN TERNAK,,,,,,
A5EB03E20247F6A0E040640A040252AD,2080,HIMPUNAN PETUGAS PETERNAK SAPI PERAH,,,,,,
A5EB03E20248F6A0E040640A040252AD,2081,HMT/KONSENTRAT,,,,,,
A5EB03E20249F6A0E040640A040252AD,2082,HUMAS INDUSTRI,,,,,,
A5EB03E2024BF6A0E040640A040252AD,2084,IB. (KETRAMPILAN KAWIN SUNTIK),,,,,,
A5EB03E2024AF6A0E040640A040252AD,2083,IBEC,,,,,,
E67F0157EEC1EB31E050640AF10844ED,3161,IDEOLOGI PANCASILA,,,,,,
A5EB03E2024CF6A0E040640A040252AD,2085,INDUCTION TRAIN. BI&G TNMN KOPI & KELAPA,,,,,,
A5EB03E2024DF6A0E040640A040252AD,2086,INPACT POIN SUB SEKTOR PETERNAKAN,,,,,,
A5EB03E2024EF6A0E040640A040252AD,2087,INSEMINATOR,,,,,,
A5EB03E20254F6A0E040640A040252AD,2093,INSEMINATOR STERILISASI KEBIDANAN,,,,,,
A5EB03E2024FF6A0E040640A040252AD,2088,INSERI IUD,,,,,,
A5EB03E20250F6A0E040640A040252AD,2089,INSERVE TRAINING KEPALA SD,,,,,,
A5EB03E20251F6A0E040640A040252AD,2090,INSTRUKTUR CIPTA KARYA,,,,,,
A5EB03E20252F6A0E040640A040252AD,2091,INTEG.ASPEK KEPEND.DLM PERENC.PEMBANG.,,,,,,
A5EB03E20253F6A0E040640A040252AD,2092,IPTEK,,,,,,
A5EB03E20255F6A0E040640A040252AD,2094,JOB TRAINING ADMINISTRASI KEPENDUDUKAN,,,,,,
A5EB03E20257F6A0E040640A040252AD,2096,JOB TRAINING CATATAN SIPIL,,,,,,
A5EB03E20256F6A0E040640A040252AD,2095,JOB TRAINING PETUGAS PERPUSTAKAAN,,,,,,
A5EB03E20258F6A0E040640A040252AD,2097,JURU PENGAIRAN,,,,,,
A5EB03E20259F6A0E040640A040252AD,2098,JURU PERIKSA DAGING,,,,,,
A5EB03E2025AF6A0E040640A040252AD,2099,JURU PERIKSA HEWAN,,,,,,
A5EB03E2025BF6A0E040640A040252AD,2100,JURU SITA,,,,,,
A5EB03E2025CF6A0E040640A040252AD,2101,KADER PETERNAKAN,,,,,,
A5EB03E2025DF6A0E040640A040252AD,2102,KASI PENYULUHAN PERTANIAN KABUPATEN,,,,,,
A5EB03E2025EF6A0E040640A040252AD,2103,KB KESEHATAN,,,,,,
203EC71A5EE7556AE050640A02020497,2878,KELOMPOK KERJA GURU,,,,,,
315A64AF2ACBE9EDE050640A29020F6C,2879,KEPEMIMPINAN DAN SUMBER DAYA MANUSIA,,,,,,
A5EB03E2025FF6A0E040640A040252AD,2104,KEPROTOKOLAN,,,,,,
A5EB03E20260F6A0E040640A040252AD,2105,KEPUSTAKAAN,,,,,,
A5EB03E20261F6A0E040640A040252AD,2106,KESEHATAN HEWAN,,,,,,
A5EB03E20262F6A0E040640A040252AD,2107,KESEHATAN LINGKUNGAN,,,,,,
A5EB03E2026CF6A0E040640A040252AD,2117,KET KHUSUS PEMASARAN PETERNAKAN,,,,,,
A5EB03E20263F6A0E040640A040252AD,2108,KETERAMPILAN BUDUDAYA UDANG,,,,,,
A5EB03E20264F6A0E040640A040252AD,2109,KETERAMPILAN LABORATORIUM,,,,,,
A5EB03E20266F6A0E040640A040252AD,2111,KETERAMPILAN PENANGGULANGAN HAMA,,,,,,
A5EB03E20268F6A0E040640A040252AD,2113,KETRAMPILAN PERTAMANAN,,,,,,
A5EB03E20269F6A0E040640A040252AD,2114,KETRAMPILAN PETUGAS TEKNIS PERIKANAN,,,,,,
A5EB03E2026AF6A0E040640A040252AD,2115,KETRAMPILAN TEKNIK BIDANG PENGAMAT,,,,,,
A5EB03E20265F6A0E040640A040252AD,2110,KETRAMP.LABORATORIUM KESEHATAN HEWAN,,,,,,
A5EB03E2026DF6A0E040640A040252AD,2118,KIPI,,,,,,
A5EB03E2026EF6A0E040640A040252AD,2119,KKD,,,,,,
E67F0157EEC2EB31E050640AF10844ED,3162,KOMUNIKASI PUBLIK,,,,,,
A5EB03E2026FF6A0E040640A040252AD,2120,KOMUNIKASI TENAGA KES TK.KECAMATAN,,,,,,
A5EB03E20270F6A0E040640A040252AD,2121,KONSTRUKSI TAHAN GEMPA,,,,,,
A5EB03E20271F6A0E040640A040252AD,2122,KOPERASI,,,,,,
A5EB03E20272F6A0E040640A040252AD,2123,KPD,,,,,,
A5EB03E20273F6A0E040640A040252AD,2124,KUBADA,,,,,,
A5EB03E20274F6A0E040640A040252AD,2125,KUP,,,,,,
203EC71A5EE6556AE050640A02020497,2877,KURIKULUM,,,,,,
A5EB03E20281F6A0E040640A040252AD,2138,KURSUS  BID PEM DAN PEMBANGUNAN,,,,,,
A5EB03E20345F6A0E040640A040252AD,2250,KURSUS  PKB,,,,,,
A5EB03E20276F6A0E040640A040252AD,2127,KURSUS ADMINISTRASI KEPEGAWAIAN,,,,,,
A5EB03E20277F6A0E040640A040252AD,2128,KURSUS ADMINISTRASI PENGAWASAN,,,,,,
A5EB03E20278F6A0E040640A040252AD,2129,KURSUS ALSISIS PERTANIAN,,,,,,
A5EB03E20279F6A0E040640A040252AD,2130,KURSUS AMDAL,,,,,,
A5EB03E2027BF6A0E040640A040252AD,2132,KURSUS ASISTENSI REPRODUKSI TERNAK,,,,,,
A5EB03E2027AF6A0E040640A040252AD,2131,KURSUS ASPAL BUTON,,,,,,
A5EB03E2027CF6A0E040640A040252AD,2133,KURSUS A.V 1941,,,,,,
A5EB03E2027DF6A0E040640A040252AD,2134,KURSUS BANTUAN HUKUM,,,,,,
E67F0157EEC3EB31E050640AF10844ED,3163,KURSUS BENDAHARAWAN,,,,,,
A5EB03E2027EF6A0E040640A040252AD,2135,KURSUS BENDAHARAWAN,,,,,,
A5EB03E2027FF6A0E040640A040252AD,2136,KURSUS BENDAHARAWAN A PARALEL,,,,,,
A5EB03E20275F6A0E040640A040252AD,2126,KURSUS BON A,,,,,,
A5EB03E20283F6A0E040640A040252AD,2140,KURSUS DAERAH RAWAN UPGK,,,,,,
A5EB03E20284F6A0E040640A040252AD,2141,KURSUS DASAR-DASAR AMDAL,,,,,,
A5EB03E20286F6A0E040640A040252AD,2143,KURSUS DENITAS TEPAT GUNA,,,,,,
A5EB03E20287F6A0E040640A040252AD,2144,KURSUS DESIGN JALAN/JEMBATAN,,,,,,
A5EB03E2028AF6A0E040640A040252AD,2147,KURSUS HIJAUAN MAKAN TERNAK,,,,,,
A5EB03E2028BF6A0E040640A040252AD,2148,KURSUS INSTRUKTUR PENYULUH INDUSTRI,,,,,,
A5EB03E2028CF6A0E040640A040252AD,2149,KURSUS INVENTORY JALAN LOKAL KABUPATEN,,,,,,
A5EB03E2028DF6A0E040640A040252AD,2150,KURSUS IRIGASI,,,,,,
A5EB03E2028EF6A0E040640A040252AD,2151,KURSUS JABATAN PENGAMAT PAJAK,,,,,,
A5EB03E2028FF6A0E040640A040252AD,2152,KURSUS JURU GAMBAR,,,,,,
A5EB03E20290F6A0E040640A040252AD,2153,KURSUS JURU RUNDING,,,,,,
A5EB03E20291F6A0E040640A040252AD,2154,KURSUS JURU UKUR,,,,,,
A5EB03E2035BF6A0E040640A040252AD,2272,KURSUS KA WAORKSJOP,,,,,,
A5EB03E20292F6A0E040640A040252AD,2155,KURSUS KADER PENDAPATAN DAERAH,,,,,,
A5EB03E20293F6A0E040640A040252AD,2156,KURSUS KEPALA WORKSHOP,,,,,,
A5EB03E20294F6A0E040640A040252AD,2157,KURSUS KEPARIWISATAAN,,,,,,
A5EB03E20295F6A0E040640A040252AD,2158,KURSUS KERANGKA PEMB DAN STRATEGI,,,,,,
A5EB03E20296F6A0E040640A040252AD,2159,KURSUS KESEJAHTERAAN SOSIAL,,,,,,
A5EB03E20297F6A0E040640A040252AD,2160,KURSUS KETATA USAHAAN,,,,,,
A5EB03E20298F6A0E040640A040252AD,2161,KURSUS KEUANGAN,,,,,,
A5EB03E20299F6A0E040640A040252AD,2162,KURSUS KOMPUTER,,,,,,
A5EB03E2029AF6A0E040640A040252AD,2163,KURSUS KONSERVASI LAHAN PASANG SURUT,,,,,,
A5EB03E2029BF6A0E040640A040252AD,2164,KURSUS KONTRASEPSI,,,,,,
A5EB03E2029CF6A0E040640A040252AD,2165,KURSUS KOPERASI TK DASAR,,,,,,
A5EB03E2029DF6A0E040640A040252AD,2166,KURSUS KUD MANDIRI,,,,,,
A5EB03E2029EF6A0E040640A040252AD,2167,KURSUS KURK,,,,,,
A5EB03E2029FF6A0E040640A040252AD,2168,KURSUS LABOTARIUM,,,,,,
A5EB03E202A1F6A0E040640A040252AD,2170,KURSUS LOAN ADB,,,,,,
A5EB03E2035CF6A0E040640A040252AD,2273,KURSUS LPPU,,,,,,
A5EB03E202A4F6A0E040640A040252AD,2173,KURSUS MANAJEMEN DAN PENDAPATAN,,,,,,
A5EB03E202A2F6A0E040640A040252AD,2171,KURSUS MANAJEMEN PROYEK,,,,,,
A5EB03E202A5F6A0E040640A040252AD,2174,KURSUS MANAJEMEN PROYEK,,,,,,
A5EB03E202A7F6A0E040640A040252AD,2176,KURSUS MANDOR,,,,,,
A5EB03E202A8F6A0E040640A040252AD,2177,KURSUS MEKANIK,,,,,,
A5EB03E202A9F6A0E040640A040252AD,2178,KURSUS MEKANIK ENGINE ELECTRIAL,,,,,,
A5EB03E202AAF6A0E040640A040252AD,2179,KURSUS NAMA PENYAKIT TANAMAN,,,,,,
A5EB03E202ABF6A0E040640A040252AD,2180,KURSUS OBJEK WISATA,,,,,,
A5EB03E202ACF6A0E040640A040252AD,2181,KURSUS OJT,,,,,,
A5EB03E202ADF6A0E040640A040252AD,2182,KURSUS OPERATOR,,,,,,
A5EB03E202AEF6A0E040640A040252AD,2183,KURSUS OPERATOR DEP.PU,,,,,,
A5EB03E202B7F6A0E040640A040252AD,2192,KURSUS P3A,,,,,,
A5EB03E202B8F6A0E040640A040252AD,2193,KURSUS P3KN,,,,,,
A5EB03E202B9F6A0E040640A040252AD,2194,KURSUS P5D,,,,,,
A5EB03E202BAF6A0E040640A040252AD,2195,KURSUS PAPTES,,,,,,
A5EB03E202BCF6A0E040640A040252AD,2197,KURSUS PELAKSANA KONTRUKSI JALAN,,,,,,
A5EB03E202BDF6A0E040640A040252AD,2198,KURSUS PELATIH KADER PEMB DESA TERPADU,,,,,,
A5EB03E202C1F6A0E040640A040252AD,2202,KURSUS PEMBANTU BATU CETAK,,,,,,
A5EB03E202C3F6A0E040640A040252AD,2204,KURSUS PEMBINAAN LLAJR,,,,,,
A5EB03E202C4F6A0E040640A040252AD,2205,KURSUS PEMBINAAN PEMERINTAHAN,,,,,,
A5EB03E202C5F6A0E040640A040252AD,2206,KURSUS PEMBINAAN TENAGA KERJA,,,,,,
A5EB03E202C6F6A0E040640A040252AD,2207,KURSUS PEMERIKSAAN KEBUNTINGAN,,,,,,
A5EB03E2031BF6A0E040640A040252AD,2208,KURSUS PENDAPATAN DAERAH,,,,,,
A5EB03E2031CF6A0E040640A040252AD,2209,KURSUS PENDIDIKAN RONTGEN,,,,,,
A5EB03E2031DF6A0E040640A040252AD,2210,KURSUS PENEGAK HUKUM LINGKUNGAN,,,,,,
A5EB03E2031EF6A0E040640A040252AD,2211,KURSUS PENGAIRAN,,,,,,
A5EB03E2031FF6A0E040640A040252AD,2212,KURSUS PENGATUR PERJALAN WISATA,,,,,,
A5EB03E20320F6A0E040640A040252AD,2213,KURSUS PENGATUR WISATA,,,,,,
A5EB03E20321F6A0E040640A040252AD,2214,KURSUS PENGAWAS BANGUNAN,,,,,,
A5EB03E20322F6A0E040640A040252AD,2215,KURSUS PENGAWAS LAPANGAN IPJK,,,,,,
A5EB03E20323F6A0E040640A040252AD,2216,KURSUS PENGAWAS PELAKSANA,,,,,,
A5EB03E20324F6A0E040640A040252AD,2217,KURSUS PENGAWASAN,,,,,,
A5EB03E20325F6A0E040640A040252AD,2218,KURSUS PENGAWASAN MUTU,,,,,,
A5EB03E20326F6A0E040640A040252AD,2219,KURSUS PENGAWASAN PELAKSANAAN PUK,,,,,,
A5EB03E20329F6A0E040640A040252AD,2222,KURSUS PENGENDALIAN HAMA,,,,,,
A5EB03E2032AF6A0E040640A040252AD,2223,KURSUS PENGENDALIAN MUTU,,,,,,
A5EB03E2032BF6A0E040640A040252AD,2224,KURSUS PENGURUS KPN,,,,,,
A5EB03E2032DF6A0E040640A040252AD,2226,KURSUS PENYEGARAN SAPI BALI,,,,,,
A5EB03E20336F6A0E040640A040252AD,2235,KURSUS PERENC FISIK PARIWISATA,,,,,,
A5EB03E20333F6A0E040640A040252AD,2232,KURSUS PERENC PEMBANGUNAN PERIKANAN,,,,,,
A5EB03E20334F6A0E040640A040252AD,2233,KURSUS PERENC PEMBANGUNAN/KIP,,,,,,
A5EB03E20331F6A0E040640A040252AD,2230,KURSUS PERENCAAN,,,,,,
A5EB03E20332F6A0E040640A040252AD,2231,KURSUS PERENCAAN KOTA,,,,,,
A5EB03E20338F6A0E040640A040252AD,2237,KURSUS PERHITUNGAN ANGGARAN,,,,,,
A5EB03E2033AF6A0E040640A040252AD,2239,KURSUS PERPAJAKAN,,,,,,
A5EB03E2033BF6A0E040640A040252AD,2240,KURSUS PERPAJAKAN DAERAH,,,,,,
A5EB03E2033CF6A0E040640A040252AD,2241,KURSUS PERTELAAHAN STAF PARIPURNA,,,,,,
A5EB03E2033DF6A0E040640A040252AD,2242,KURSUS PETUGAS BIDANG BINA MARGA,,,,,,
A5EB03E20341F6A0E040640A040252AD,2246,KURSUS PETUGAS PUPT TK NASIONAL,,,,,,
A5EB03E20340F6A0E040640A040252AD,2245,KURSUS PETUGAS TERNAK KAMBING,,,,,,
A5EB03E20342F6A0E040640A040252AD,2247,KURSUS PIMP PERUSAHAAN PERIKANAN LAUT,,,,,,
A5EB03E20344F6A0E040640A040252AD,2249,KURSUS PJM P3KT + KOCP,,,,,,
A5EB03E20349F6A0E040640A040252AD,2254,KURSUS QUALITY CONTROL,,,,,,
A5EB03E2034AF6A0E040640A040252AD,2255,KURSUS REGIONAL,,,,,,
A5EB03E2034BF6A0E040640A040252AD,2256,KURSUS SANITASI TEPAT GUNA,,,,,,
A5EB03E2035DF6A0E040640A040252AD,2274,KURSUS SAPI PERAH,,,,,,
A5EB03E2034CF6A0E040640A040252AD,2257,KURSUS SISTEM PEMBUANGAN LIMBAH,,,,,,
A5EB03E2034EF6A0E040640A040252AD,2259,KURSUS STATISTIK,,,,,,
A5EB03E2034FF6A0E040640A040252AD,2260,KURSUS SUPERVISI,,,,,,
A5EB03E20350F6A0E040640A040252AD,2261,KURSUS TEKNIK PERKEBUNAN,,,,,,
A5EB03E20351F6A0E040640A040252AD,2262,KURSUS TEKNIK TATA KOTA DAN DAERAH,,,,,,
A5EB03E20353F6A0E040640A040252AD,2264,KURSUS TEKNIS PERIKANAN,,,,,,
A5EB03E20354F6A0E040640A040252AD,2265,KURSUS TEKNISI LABOTARIUM,,,,,,
A5EB03E20352F6A0E040640A040252AD,2263,KURSUS TEKNISI RADIO KOMUNIKASI,,,,,,
A5EB03E20355F6A0E040640A040252AD,2266,KURSUS TEMU KARYA GIZI TERPADU,,,,,,
A5EB03E20356F6A0E040640A040252AD,2267,KURSUS TENAGA KERJA,,,,,,
A5EB03E20357F6A0E040640A040252AD,2268,KURSUS TERTULIS PARIWISATA,,,,,,
A5EB03E2035AF6A0E040640A040252AD,2271,KURSUS URBAN TRANSPORTASI PROJECT IBRD,,,,,,
A5EB03E20359F6A0E040640A040252AD,2270,KURSUS USAHA GIZI KELUARGA,,,,,,
A5EB03E20358F6A0E040640A040252AD,2269,KURSUS USUS TANAH,,,,,,
A5EB03E20362F6A0E040640A040252AD,2279,LAT ANALIS KEMAMPUAN MANAJEMEN(AKM),,,,,,
A5EB03E20365F6A0E040640A040252AD,2282,LAT BAGI APARAT PENGEMBANGAN PERKOTAAN,,,,,,
A5EB03E2035EF6A0E040640A040252AD,2275,LAT CATAR MANAG.PEMERINT.WILCAM DI DT II,,,,,,
A5EB03E20303F6A0E040640A040252AD,2361,LAT DIK.TNG.SUPERV.BID.PERUB.&PENGEM.SOS,,,,,,
A5EB03E2044FF6A0E040640A040252AD,2518,LAT DITEKSI DINI TUMBUH KEMBANG BALITA,,,,,,
A5EB03E203BCF6A0E040640A040252AD,2453,LAT GAS CARA PENGGUNAAN RACUN HAMA PENY,,,,,,
A5EB03E20381F6A0E040640A040252AD,2394,LAT GAS EK. PERTANIAN DRH TRANSMIGRASI,,,,,,
A5EB03E202CDF6A0E040640A040252AD,2307,LAT. INST PENANGGULAN BENCANA ALAM,,,,,,
A5EB03E202CFF6A0E040640A040252AD,2309,LAT INTEG.ASP KEPEND.DLM PERENC PEMBANG.,,,,,,
A5EB03E202D0F6A0E040640A040252AD,2310,LAT. INTENSIFIKASI PEMBENIHAN IKAN,,,,,,
A5EB03E202D1F6A0E040640A040252AD,2311,LAT INVENTARISASI SENSUS BARANG DIDAERAH,,,,,,
A5EB03E202D2F6A0E040640A040252AD,2312,LAT. KADER PEMBANGUNAN DESA,,,,,,
