TABREF PROFESI,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,,,,,,,
ID,NAMA,,META DATA,,,,
A5EB03E206BCF6A0E040640A040252AD,A-IV PENDIDIKAN ANAK,,,,,,
A5EB03E20748F6A0E040640A040252AD,A-IV PENDIDIKAN BISNIS,,,,,,
A5EB03E2074AF6A0E040640A040252AD,A-IV PENDIDIKAN DASAR,,,,,,
A5EB03E2074BF6A0E040640A040252AD,A-IV PENDIDIKAN DASAR UMUM,,,,,,
A5EB03E2074CF6A0E040640A040252AD,A-IV PENDIDIKAN DUNIA USAHA,,,,,,
A5EB03E2074DF6A0E040640A040252AD,A-IV PENDIDIKAN GEOGRAFI,,,,,,
A5EB03E2074EF6A0E040640A040252AD,A-IV PENDIDIKAN GURU,,,,,,
A5EB03E20749F6A0E040640A040252AD,A-IV PENDIDIKAN GURU SD,,,,,,
A5EB03E2074FF6A0E040640A040252AD,A-IV PENDIDIKAN LUAR BIASA,,,,,,
A5EB03E20750F6A0E040640A040252AD,A-IV PENDIDIKAN LUAR SEK.,,,,,,
A5EB03E20751F6A0E040640A040252AD,A-IV PENDIDIKAN MASYARAKAT,,,,,,
A5EB03E20752F6A0E040640A040252AD,A-IV PERENCANAAN PENDIDIKAN,,,,,,
A5EB03E2077AF6A0E040640A040252AD,A-IV PKK,,,,,,
A5EB03E20761F6A0E040640A040252AD,A-IV PKN DAN HUKUM,,,,,,
A5EB03E20762F6A0E040640A040252AD,A-IV PMP & KEWARGANEGARAAN,,,,,,
A5EB03E20753F6A0E040640A040252AD,A-IV PROGRAM GURU SPG,,,,,,
A5EB03E20754F6A0E040640A040252AD,A-IV PSIKOLOGI,,,,,,
A5EB03E20755F6A0E040640A040252AD,A-IV PSIKOLOGI PEND. & BI,,,,,,
A5EB03E20756F6A0E040640A040252AD,A-IV PSIKOLOGI PENDIDIKAN,,,,,,
A5EB03E20765F6A0E040640A040252AD,A-IV PSPB,,,,,,
A5EB03E205EFF6A0E040640A040252AD,A-IV SANDRATARI DAN MUSIK,,,,,,
A5EB03E20608F6A0E040640A040252AD,A-IV SASTRA ARAB,,,,,,
A5EB03E20600F6A0E040640A040252AD,A-IV SASTRA INDONESIA,,,,,,
A5EB03E2060BF6A0E040640A040252AD,A-IV SASTRA RUSIA,,,,,,
A5EB03E20766F6A0E040640A040252AD,A-IV SEJARAH,,,,,,
A5EB03E20767F6A0E040640A040252AD,A-IV SEJARAH & ANTROPOLOGI,,,,,,
A5EB03E20669F6A0E040640A040252AD,A-IV SEJARAH PENDIDIKAN,,,,,,
A5EB03E205EEF6A0E040640A040252AD,A-IV SENI,,,,,,
A5EB03E205F0F6A0E040640A040252AD,A-IV SENI MUSIK,,,,,,
A5EB03E205F1F6A0E040640A040252AD,A-IV SENI RUPA & KERAJINAN,,,,,,
A5EB03E205F2F6A0E040640A040252AD,A-IV SENI TARI,,,,,,
A5EB03E20664F6A0E040640A040252AD,A-IV STATISTIK,,,,,,
A5EB03E2077EF6A0E040640A040252AD,A-IV TATA BOGA,,,,,,
A5EB03E205EAF6A0E040640A040252AD,A-IV TATA BUKU,,,,,,
A5EB03E2077FF6A0E040640A040252AD,A-IV TATA BUSANA,,,,,,
A5EB03E20780F6A0E040640A040252AD,A-IV TATA GRAHA,,,,,,
A5EB03E20763F6A0E040640A040252AD,A-IV TATA NEGARA,,,,,,
A5EB03E20781F6A0E040640A040252AD,A-IV TATA NIAGA,,,,,,
A5EB03E205E8F6A0E040640A040252AD,A-IV TATA PERKANTORAN,,,,,,
A5EB03E205E9F6A0E040640A040252AD,A-IV TATA PERUSAHAAN,,,,,,
A5EB03E2076CF6A0E040640A040252AD,A-IV TEK.SIPIL BANGUNAN AIR,,,,,,
A5EB03E20769F6A0E040640A040252AD,A-IV TEKNIK,,,,,,
A5EB03E2076BF6A0E040640A040252AD,A-IV TEKNIK BANGUNAN,,,,,,
A5EB03E20774F6A0E040640A040252AD,A-IV TEKNIK ELEKTRO,,,,,,
A5EB03E20775F6A0E040640A040252AD,A-IV TEKNIK ELEKTRONIKA,,,,,,
A5EB03E20772F6A0E040640A040252AD,A-IV TEKNIK MEKANIK,,,,,,
A5EB03E2076EF6A0E040640A040252AD,A-IV TEKNIK MESIN,,,,,,
A5EB03E2076FF6A0E040640A040252AD,A-IV TEKNIK MESIN INDUKSI,,,,,,
A5EB03E20770F6A0E040640A040252AD,A-IV TEKNIK MESIN PRODUKSI,,,,,,
A5EB03E20771F6A0E040640A040252AD,A-IV TEKNIK OTOMOTIF,,,,,,
A5EB03E2076AF6A0E040640A040252AD,A-IV TEKNIK SIPIL,,,,,,
A5EB03E20614F6A0E040640A040252AD,A-V,,,,,,
A5EB03E206C6F6A0E040640A040252AD,A-V BAHASA,,,,,,
A5EB03E20688F6A0E040640A040252AD,A-V IPS,,,,,,
A5EB03E2068CF6A0E040640A040252AD,A-V ADM. KETERAMPILAN,,,,,,
A5EB03E2068DF6A0E040640A040252AD,A-V ADM. KETERAMPILAN JASA,,,,,,
A5EB03E20689F6A0E040640A040252AD,A-V ADM. PENDIDIKAN,,,,,,
A5EB03E2068EF6A0E040640A040252AD,A-V ADM. PERKANTORAN,,,,,,
A5EB03E2068FF6A0E040640A040252AD,A-V ADM. PERUSAHAAN,,,,,,
A5EB03E2068AF6A0E040640A040252AD,A-V ADM.SUPERVISI PENDIDIKAN,,,,,,
A5EB03E2068BF6A0E040640A040252AD,A-V ADMINISTRASI SEKOLAH,,,,,,
A5EB03E207D1F6A0E040640A040252AD,A-V AKUNTANSI,,,,,,
A5EB03E2069EF6A0E040640A040252AD,A-V ARSITEKTUR,,,,,,
A5EB03E206D0F6A0E040640A040252AD,A-V BAHASA ARAB,,,,,,
A5EB03E206C9F6A0E040640A040252AD,A-V BAHASA DAN SASTRA,,,,,,
A5EB03E206D1F6A0E040640A040252AD,A-V BAHASA DAN SASTRA ARAB,,,,,,
A5EB03E206CCF6A0E040640A040252AD,A-V BAHASA DAN SASTRA JAWA,,,,,,
A5EB03E206C8F6A0E040640A040252AD,A-V BAHASA INDONESIA,,,,,,
A5EB03E206CDF6A0E040640A040252AD,A-V BAHASA JAWA,,,,,,
A5EB03E206D7F6A0E040640A040252AD,A-V BAHASA JEPANG,,,,,,
A5EB03E206D9F6A0E040640A040252AD,A-V BAHASA JERMAN,,,,,,
A5EB03E206DAF6A0E040640A040252AD,A-V BAHASA PERANCIS,,,,,,
A5EB03E206D3F6A0E040640A040252AD,A-V BAHASA RUSIA,,,,,,
A5EB03E206D4F6A0E040640A040252AD,A-V BHS DAN SAS. ASING,,,,,,
A5EB03E206CBF6A0E040640A040252AD,A-V BHS DAN SAS. DAERAH,,,,,,
A5EB03E206CAF6A0E040640A040252AD,A-V BHS DAN SAS. INDONESIA,,,,,,
A5EB03E206D5F6A0E040640A040252AD,A-V BHS DAN SAS. INGGRIS,,,,,,
A5EB03E206D6F6A0E040640A040252AD,A-V BHS DAN SAS. JEPANG,,,,,,
A5EB03E206D8F6A0E040640A040252AD,A-V BHS DAN SAS. JERMAN,,,,,,
A5EB03E206CEF6A0E040640A040252AD,A-V BHS DAN SAS. SUNDA,,,,,,
A5EB03E20616F6A0E040640A040252AD,A-V BIDANG KEPENDIDIKAN,,,,,,
A5EB03E2061AF6A0E040640A040252AD,A-V BIMBINGAN & KONSELING,,,,,,
A5EB03E2061BF6A0E040640A040252AD,A-V BIMBINGAN & PENYULUHAN,,,,,,
A5EB03E20685F6A0E040640A040252AD,A-V BIOLOGI,,,,,,
A5EB03E206C0F6A0E040640A040252AD,A-V BISNIS TATA BUKU,,,,,,
A5EB03E206C1F6A0E040640A040252AD,A-V BISNIS VOKASIONAL,,,,,,
A5EB03E20690F6A0E040640A040252AD,A-V CIVICS HUKUM,,,,,,
A5EB03E20618F6A0E040640A040252AD,A-V DIDAKTIK,,,,,,
A5EB03E2061CF6A0E040640A040252AD,A-V DIK. & PENGEMB SOSIAL,,,,,,
A5EB03E206BEF6A0E040640A040252AD,A-V EKONOMI KOPERASI,,,,,,
A5EB03E206BDF6A0E040640A040252AD,A-V EKONOMI PERUSAHAAN,,,,,,
A5EB03E206A4F6A0E040640A040252AD,A-V ELEKTRO,,,,,,
A5EB03E206A7F6A0E040640A040252AD,A-V ELEKTRO ARUS LEMAH,,,,,,
A5EB03E206C2F6A0E040640A040252AD,A-V FILSAFAT,,,,,,
A5EB03E206C3F6A0E040640A040252AD,A-V FILSAFAT KEBUDAYAAN,,,,,,
A5EB03E206C4F6A0E040640A040252AD,A-V FILSAFAT PENDIDIKAN,,,,,,
A5EB03E206C5F6A0E040640A040252AD,A-V FILSAFAT SOSIOLOGI PEND.,,,,,,
A5EB03E20682F6A0E040640A040252AD,A-V FISIKA,,,,,,
A5EB03E207D2F6A0E040640A040252AD,A-V HITUNG DAGANG,,,,,,
A5EB03E20691F6A0E040640A040252AD,A-V HUKUM PMP,,,,,,
A5EB03E20681F6A0E040640A040252AD,A-V IL.PENGETAHUAN ALAM,,,,,,
A5EB03E20684F6A0E040640A040252AD,A-V ILMU BUMI,,,,,,
A5EB03E207D3F6A0E040640A040252AD,A-V ILMU EKONOMI,,,,,,
A5EB03E20686F6A0E040640A040252AD,A-V ILMU HAYAT/BIOLOGI,,,,,,
A5EB03E2067EF6A0E040640A040252AD,A-V ILMU PASTI,,,,,,
A5EB03E2067DF6A0E040640A040252AD,A-V ILMU PASTI DAN ALAM,,,,,,
A5EB03E2061DF6A0E040640A040252AD,A-V KEGURUAN & ILMU SOSIAL,,,,,,
A5EB03E20615F6A0E040640A040252AD,A-V KEPENDIDIKAN,,,,,,
A5EB03E207C9F6A0E040640A040252AD,A-V KESEHATAN DAN REKREASI,,,,,,
A5EB03E207CAF6A0E040640A040252AD,A-V KESEJAHTERAAN KELUARGA,,,,,,
A5EB03E207CBF6A0E040640A040252AD,A-V KESEJAHTERAAN SOSIAL,,,,,,
A5EB03E206ACF6A0E040640A040252AD,A-V KETERAMPILAN,,,,,,
A5EB03E206ADF6A0E040640A040252AD,A-V KETERAMPILAN JASA,,,,,,
A5EB03E206AEF6A0E040640A040252AD,A-V KETERAMPILAN TEKNIK,,,,,,
A5EB03E20683F6A0E040640A040252AD,A-V KIMIA,,,,,,
A5EB03E206BFF6A0E040640A040252AD,A-V KOPERASI,,,,,,
A5EB03E2061EF6A0E040640A040252AD,A-V KUR.& TEK./PENDIDIKAN,,,,,,
A5EB03E2061FF6A0E040640A040252AD,A-V KURIK&PERSEK.AN/PENGAJ,,,,,,
A5EB03E20620F6A0E040640A040252AD,A-V KURIKULUM PENDIDIKAN,,,,,,
A5EB03E20621F6A0E040640A040252AD,A-V KURIKULUM PENYULUHAN,,,,,,
A5EB03E20622F6A0E040640A040252AD,A-V KURTEK PENDIDIKAN,,,,,,
A5EB03E206A8F6A0E040640A040252AD,A-V LISTRIK,,,,,,
A5EB03E206A9F6A0E040640A040252AD,A-V LISTRIK ARUS KUAT,,,,,,
A5EB03E206AAF6A0E040640A040252AD,A-V LISTRIK ARUS LEMAH,,,,,,
A5EB03E20699F6A0E040640A040252AD,A-V MANAJEMEN,,,,,,
A5EB03E2067FF6A0E040640A040252AD,A-V MATEMATIKA,,,,,,
A5EB03E20680F6A0E040640A040252AD,A-V MATEMATIKA DAN IPA,,,,,,
A5EB03E20623F6A0E040640A040252AD,A-V METODOLOGI & KURIKULUM,,,,,,
A5EB03E20624F6A0E040640A040252AD,A-V METODOLOGI PENDIDIKAN,,,,,,
A5EB03E2067CF6A0E040640A040252AD,A-V MIPA,,,,,,
A5EB03E20625F6A0E040640A040252AD,A-V OLAH RAGA,,,,,,
A5EB03E20626F6A0E040640A040252AD,A-V OLAH RAGA & KES.,,,,,,
A5EB03E20617F6A0E040640A040252AD,A-V PAEDAGOGIK,,,,,,
A5EB03E20695F6A0E040640A040252AD,A-V PEND. MORAL PANCASIL,,,,,,
A5EB03E20627F6A0E040640A040252AD,A-V PENDIDIKAN AGM.KRISTEN,,,,,,
A5EB03E20628F6A0E040640A040252AD,A-V PENDIDIKAN ANAK,,,,,,
A5EB03E20629F6A0E040640A040252AD,A-V PENDIDIKAN BISNIS,,,,,,
A5EB03E2062BF6A0E040640A040252AD,A-V PENDIDIKAN DASAR,,,,,,
A5EB03E20670F6A0E040640A040252AD,A-V PENDIDIKAN DASAR UMUM,,,,,,
A5EB03E20671F6A0E040640A040252AD,A-V PENDIDIKAN DUNIA USAHA,,,,,,
A5EB03E20672F6A0E040640A040252AD,A-V PENDIDIKAN GEOGRAFI,,,,,,
A5EB03E20673F6A0E040640A040252AD,A-V PENDIDIKAN GURU,,,,,,
A5EB03E2062AF6A0E040640A040252AD,A-V PENDIDIKAN GURU SD,,,,,,
A5EB03E20674F6A0E040640A040252AD,A-V PENDIDIKAN LUAR BIASA,,,,,,
A5EB03E20675F6A0E040640A040252AD,A-V PENDIDIKAN LUAR SEK.,,,,,,
A5EB03E20676F6A0E040640A040252AD,A-V PENDIDIKAN MASYARAKAT,,,,,,
A5EB03E20677F6A0E040640A040252AD,A-V PERENCANAAN PENDIDIKAN,,,,,,
A5EB03E206ABF6A0E040640A040252AD,A-V PKK,,,,,,
A5EB03E20692F6A0E040640A040252AD,A-V PKN DAN HUKUM,,,,,,
A5EB03E20693F6A0E040640A040252AD,A-V PMP & KEWARGANEGARAAN,,,,,,
A5EB03E20678F6A0E040640A040252AD,A-V PROGRAM GURU SPG,,,,,,
A5EB03E20679F6A0E040640A040252AD,A-V PSIKOLOGI,,,,,,
A5EB03E2067AF6A0E040640A040252AD,A-V PSIKOLOGI PEND. & BI,,,,,,
A5EB03E2067BF6A0E040640A040252AD,A-V PSIKOLOGI PENDIDIKAN,,,,,,
A5EB03E20696F6A0E040640A040252AD,A-V PSPB,,,,,,
A5EB03E207CDF6A0E040640A040252AD,A-V SANDRATARI DAN MUSIK,,,,,,
A5EB03E206CFF6A0E040640A040252AD,A-V SASTRA ARAB,,,,,,
A5EB03E206C7F6A0E040640A040252AD,A-V SASTRA INDONESIA,,,,,,
A5EB03E206D2F6A0E040640A040252AD,A-V SASTRA RUSIA,,,,,,
A5EB03E20697F6A0E040640A040252AD,A-V SEJARAH,,,,,,
A5EB03E20698F6A0E040640A040252AD,A-V SEJARAH & ANTROPOLOGI,,,,,,
A5EB03E20619F6A0E040640A040252AD,A-V SEJARAH PENDIDIKAN,,,,,,
A5EB03E207CCF6A0E040640A040252AD,A-V SENI,,,,,,
A5EB03E207CEF6A0E040640A040252AD,A-V SENI MUSIK,,,,,,
A5EB03E207CFF6A0E040640A040252AD,A-V SENI RUPA & KERAJINAN,,,,,,
A5EB03E207D0F6A0E040640A040252AD,A-V SENI TARI,,,,,,
A5EB03E20687F6A0E040640A040252AD,A-V STATISTIK,,,,,,
A5EB03E206AFF6A0E040640A040252AD,A-V TATA BOGA,,,,,,
A5EB03E207C8F6A0E040640A040252AD,A-V TATA BUKU,,,,,,
A5EB03E206B0F6A0E040640A040252AD,A-V TATA BUSANA,,,,,,
A5EB03E206B1F6A0E040640A040252AD,A-V TATA GRAHA,,,,,,
A5EB03E20694F6A0E040640A040252AD,A-V TATA NEGARA,,,,,,
A5EB03E206B2F6A0E040640A040252AD,A-V TATA NIAGA,,,,,,
A5EB03E206B3F6A0E040640A040252AD,A-V TATA PERKANTORAN,,,,,,
A5EB03E207C7F6A0E040640A040252AD,A-V TATA PERUSAHAAN,,,,,,
A5EB03E2069DF6A0E040640A040252AD,A-V TEK.SIPIL BANGUNAN AIR,,,,,,
A5EB03E2069AF6A0E040640A040252AD,A-V TEKNIK,,,,,,
A5EB03E2069CF6A0E040640A040252AD,A-V TEKNIK BANGUNAN,,,,,,
A5EB03E206A5F6A0E040640A040252AD,A-V TEKNIK ELEKTRO,,,,,,
A5EB03E206A6F6A0E040640A040252AD,A-V TEKNIK ELEKTRONIKA,,,,,,
A5EB03E206A3F6A0E040640A040252AD,A-V TEKNIK MEKANIK,,,,,,
A5EB03E2069FF6A0E040640A040252AD,A-V TEKNIK MESIN,,,,,,
A5EB03E206A0F6A0E040640A040252AD,A-V TEKNIK MESIN INDUKSI,,,,,,
A5EB03E206A1F6A0E040640A040252AD,A-V TEKNIK MESIN PRODUKSI,,,,,,
A5EB03E206A2F6A0E040640A040252AD,A-V TEKNIK OTOMOTIF,,,,,,
A5EB03E2069BF6A0E040640A040252AD,A-V TEKNIK SIPIL,,,,,,
A5EB03E20845F6A0E040640A040252AD,APOTEKER,,,,,,
A5EB03E20848F6A0E040640A040252AD,NOTARIS,,,,,,
A5EB03E20849F6A0E040640A040252AD,PENGACARA,,,,,,
A5EB03E20847F6A0E040640A040252AD,PSIKIATER,,,,,,
A5EB03E20846F6A0E040640A040252AD,PSIKOLOG,,,,,,
A5EB03E207C6F6A0E040640A040252AD,SERTIFIKASI GURU,,,,,,
A5EB03E206DBF6A0E040640A040252AD,SPESIALIS I,,,,,,
A5EB03E206DCF6A0E040640A040252AD,SPESIALIS I ANAK,,,,,,
A5EB03E206DDF6A0E040640A040252AD,SPESIALIS I ANESTESI,,,,,,
A5EB03E206DEF6A0E040640A040252AD,SPESIALIS I BEDAH,,,,,,
A5EB03E206DFF6A0E040640A040252AD,SPESIALIS I BEDAH MULUT,,,,,,
A5EB03E206E0F6A0E040640A040252AD,SPESIALIS I BEDAH PLASTIK,,,,,,
A5EB03E206E1F6A0E040640A040252AD,SPESIALIS I FARMAKOLOGI,,,,,,
A5EB03E206E2F6A0E040640A040252AD,SPESIALIS I FARMASI APOTEKER,,,,,,
A5EB03E206E3F6A0E040640A040252AD,SPESIALIS I FISIO TERAPI,,,,,,
A5EB03E206E4F6A0E040640A040252AD,SPESIALIS I ILMU KEDOKTERAN FORENS,,,,,,
A5EB03E206E5F6A0E040640A040252AD,SPESIALIS I ILMU KEDOKTERAN JIWA,,,,,,
A5EB03E206E6F6A0E040640A040252AD,SPESIALIS I ILMU KEDOKTERAN KEHAKI,,,,,,
A5EB03E206E7F6A0E040640A040252AD,SPESIALIS I JANTUNG,,,,,,
A5EB03E206E8F6A0E040640A040252AD,SPESIALIS I KANDUNGAN,,,,,,
A5EB03E206E9F6A0E040640A040252AD,SPESIALIS I KEDOKTERAN GIGI,,,,,,
A5EB03E206EAF6A0E040640A040252AD,SPESIALIS I KEDOKTERAN OLAHRAGA,,,,,,
A5EB03E206EBF6A0E040640A040252AD,SPESIALIS I KESEHATAN ANAK,,,,,,
A5EB03E206ECF6A0E040640A040252AD,SPESIALIS I KESEHATAN GIGI ANAK,,,,,,
A5EB03E206EDF6A0E040640A040252AD,SPESIALIS I KONSERVASI GIGI,,,,,,
A5EB03E206EEF6A0E040640A040252AD,SPESIALIS I KULIT DAN KELAMIN,,,,,,
A5EB03E206EFF6A0E040640A040252AD,SPESIALIS I LABORAN,,,,,,
A5EB03E206F0F6A0E040640A040252AD,SPESIALIS I MATA,,,,,,
A5EB03E206F1F6A0E040640A040252AD,SPESIALIS I MICROBIOLGI,,,,,,
A5EB03E206F2F6A0E040640A040252AD,SPESIALIS I MIKROKLINIK,,,,,,
A5EB03E20807F6A0E040640A040252AD,SPESIALIS I OBSTETRI/GINEKOLOG,,,,,,
A5EB03E20808F6A0E040640A040252AD,SPESIALIS I ORTODONSIA,,,,,,
A5EB03E20809F6A0E040640A040252AD,SPESIALIS I ORTOPEDI,,,,,,
A5EB03E2080AF6A0E040640A040252AD,SPESIALIS I PARASITOLOG,,,,,,
A5EB03E2080BF6A0E040640A040252AD,SPESIALIS I PATHOLOGI,,,,,,
A5EB03E2080CF6A0E040640A040252AD,SPESIALIS I PATHOLOGI ANATOMI,,,,,,
A5EB03E2080DF6A0E040640A040252AD,SPESIALIS I PENGEMB. SUMBER DAYA AIR,,,,,,
A5EB03E2080EF6A0E040640A040252AD,SPESIALIS I PENYAKIT DALAM,,,,,,
A5EB03E2080FF6A0E040640A040252AD,SPESIALIS I PENYAKIT MULUT,,,,,,
A5EB03E20810F6A0E040640A040252AD,SPESIALIS I PENYAKIT PARU,,,,,,
A5EB03E20811F6A0E040640A040252AD,SPESIALIS I PERIODONSI,,,,,,
A5EB03E20812F6A0E040640A040252AD,SPESIALIS I PERJAMAHAN,,,,,,
A5EB03E20813F6A0E040640A040252AD,SPESIALIS I PROSTODONSIA,,,,,,
A5EB03E20814F6A0E040640A040252AD,SPESIALIS I PSIKIATRI,,,,,,
A5EB03E20815F6A0E040640A040252AD,SPESIALIS I RADIOLOGI,,,,,,
A5EB03E20816F6A0E040640A040252AD,SPESIALIS I REHABILITASI MEDIK,,,,,,
A5EB03E20817F6A0E040640A040252AD,SPESIALIS I SARAF,,,,,,
A5EB03E20818F6A0E040640A040252AD,SPESIALIS I THT,,,,,,
A5EB03E20819F6A0E040640A040252AD,SPESIALIS I UROLOG,,,,,,
A5EB03E2081AF6A0E040640A040252AD,SPESIALIS II,,,,,,
A5EB03E2081BF6A0E040640A040252AD,SPESIALIS II ANAK,,,,,,
A5EB03E2081CF6A0E040640A040252AD,SPESIALIS II ANESTESI,,,,,,
A5EB03E2081DF6A0E040640A040252AD,SPESIALIS II BEDAH,,,,,,
A5EB03E2081EF6A0E040640A040252AD,SPESIALIS II BEDAH MULUT,,,,,,
A5EB03E2081FF6A0E040640A040252AD,SPESIALIS II BEDAH PLASTIK,,,,,,
A5EB03E20820F6A0E040640A040252AD,SPESIALIS II FARMAKOLOGI,,,,,,
A5EB03E20821F6A0E040640A040252AD,SPESIALIS II FARMASI APOTEKER,,,,,,
A5EB03E20822F6A0E040640A040252AD,SPESIALIS II FISIO TERAPI,,,,,,
A5EB03E20823F6A0E040640A040252AD,SPESIALIS II ILMU KEDOKTERAN FOREN,,,,,,
A5EB03E20824F6A0E040640A040252AD,SPESIALIS II ILMU KEDOKTERAN JIWA,,,,,,
A5EB03E20825F6A0E040640A040252AD,SPESIALIS II ILMU KEDOKTERAN KEHAK,,,,,,
A5EB03E20826F6A0E040640A040252AD,SPESIALIS II JANTUNG,,,,,,
A5EB03E20827F6A0E040640A040252AD,SPESIALIS II KANDUNGAN,,,,,,
A5EB03E20828F6A0E040640A040252AD,SPESIALIS II KEDOKTERAN GIGI,,,,,,
A5EB03E20829F6A0E040640A040252AD,SPESIALIS II KEDOKTERAN OLAHRAGA,,,,,,
A5EB03E2082AF6A0E040640A040252AD,SPESIALIS II KESEHATAN ANAK,,,,,,
A5EB03E2082BF6A0E040640A040252AD,SPESIALIS II KESEHATAN GIGI ANAK,,,,,,
A5EB03E2082CF6A0E040640A040252AD,SPESIALIS II KONSERVASI GIGI,,,,,,
A5EB03E2082DF6A0E040640A040252AD,SPESIALIS II KULIT DAN KELAMIN,,,,,,
A5EB03E2082EF6A0E040640A040252AD,SPESIALIS II LABORAN,,,,,,
A5EB03E2082FF6A0E040640A040252AD,SPESIALIS II MATA,,,,,,
A5EB03E20830F6A0E040640A040252AD,SPESIALIS II MICROBIOLGI,,,,,,
A5EB03E20831F6A0E040640A040252AD,SPESIALIS II MIKROKLINIK,,,,,,
A5EB03E20832F6A0E040640A040252AD,SPESIALIS II OBSTETRI/GINEKOLOG,,,,,,
A5EB03E20833F6A0E040640A040252AD,SPESIALIS II ORTODONSIA,,,,,,
A5EB03E20834F6A0E040640A040252AD,SPESIALIS II ORTOPEDI,,,,,,
A5EB03E20835F6A0E040640A040252AD,SPESIALIS II PARASITOLOG,,,,,,
A5EB03E20836F6A0E040640A040252AD,SPESIALIS II PATHOLOGI,,,,,,
A5EB03E20837F6A0E040640A040252AD,SPESIALIS II PATHOLOGI ANATOMI,,,,,,
A5EB03E20838F6A0E040640A040252AD,SPESIALIS II PENGEMB. SUMBER DAYA AIR,,,,,,
A5EB03E20839F6A0E040640A040252AD,SPESIALIS II PENYAKIT DALAM,,,,,,
A5EB03E2083AF6A0E040640A040252AD,SPESIALIS II PENYAKIT MULUT,,,,,,
A5EB03E2083BF6A0E040640A040252AD,SPESIALIS II PENYAKIT PARU,,,,,,
A5EB03E2083CF6A0E040640A040252AD,SPESIALIS II PERIODONSI,,,,,,
A5EB03E2083DF6A0E040640A040252AD,SPESIALIS II PERJAMAHAN,,,,,,
A5EB03E2083EF6A0E040640A040252AD,SPESIALIS II PROSTODONSIA,,,,,,
A5EB03E2083FF6A0E040640A040252AD,SPESIALIS II PSIKIATRI,,,,,,
A5EB03E20840F6A0E040640A040252AD,SPESIALIS II RADIOLOGI,,,,,,
A5EB03E20841F6A0E040640A040252AD,SPESIALIS II REHABILITASI MEDIK,,,,,,
A5EB03E20842F6A0E040640A040252AD,SPESIALIS II SARAF,,,,,,
A5EB03E20843F6A0E040640A040252AD,SPESIALIS II THT,,,,,,
A5EB03E20844F6A0E040640A040252AD,SPESIALIS II UROLOG,,,,,,
