TABREF PROFESI,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,,,,,,,
ID,NAMA,,META DATA,,,,
A5EB03E20801F6A0E040640A040252AD,A-II IPS PENDIDIKAN,,,,,,
A5EB03E20804F6A0E040640A040252AD,A-II IPS PENDIDIKAN DASAR,,,,,,
A5EB03E2084CF6A0E040640A040252AD,A-II IPS PENDIDIKAN KHUSUS,,,,,,
A5EB03E20851F6A0E040640A040252AD,A-II IPS PENDIDIKAN SEK.,,,,,,
A5EB03E20852F6A0E040640A040252AD,A-II IPS PENDIDIKAN SOSIAL,,,,,,
A5EB03E20853F6A0E040640A040252AD,A-II IPS PENDIDIKAN UMUM,,,,,,
A5EB03E2085BF6A0E040640A040252AD,A-II IPS PERPUSTAKAAN,,,,,,
A5EB03E2085CF6A0E040640A040252AD,A-II IPS PHSIKOLOGI,,,,,,
A5EB03E207F9F6A0E040640A040252AD,A-II IPS PKK,,,,,,
A5EB03E207FAF6A0E040640A040252AD,A-II IPS PKN DAN HUKUM,,,,,,
A5EB03E207FBF6A0E040640A040252AD,A-II IPS PMP DAN KWNEGARAAN,,,,,,
A5EB03E207FCF6A0E040640A040252AD,A-II IPS PSPB,,,,,,
A5EB03E2085AF6A0E040640A040252AD,A-II IPS PUBLISISTIK,,,,,,
A5EB03E207F0F6A0E040640A040252AD,A-II IPS RAH .& ARKELOGI,,,,,,
A5EB03E207EEF6A0E040640A040252AD,A-II IPS SEJARAH,,,,,,
A5EB03E207EFF6A0E040640A040252AD,A-II IPS SEJARAH & ANTROP.,,,,,,
A5EB03E207F1F6A0E040640A040252AD,A-II IPS SEJARAH & BUDAYA,,,,,,
A5EB03E207F2F6A0E040640A040252AD,A-II IPS SEJARAH GEOGRAFI,,,,,,
A5EB03E207F3F6A0E040640A040252AD,A-II IPS SEJARAH INDONESIA,,,,,,
A5EB03E207F4F6A0E040640A040252AD,A-II IPS SEJARAH PENDIDIKAN,,,,,,
A5EB03E207F5F6A0E040640A040252AD,A-II IPS SEJARAH PURBAKAL,,,,,,
A5EB03E2085FF6A0E040640A040252AD,A-II IPS SOSIAL,,,,,,
A5EB03E20860F6A0E040640A040252AD,A-II IPS SOSIAL EKONOMI,,,,,,
A5EB03E20854F6A0E040640A040252AD,A-II IPS TEORI & RAH PEND.,,,,,,
A5EB03E205A1F6A0E040640A040252AD,A-II KIMIA,,,,,,
A5EB03E205A3F6A0E040640A040252AD,A-II LISTRIK,,,,,,
A5EB03E2051DF6A0E040640A040252AD,A-II MESIN,,,,,,
A5EB03E2088AF6A0E040640A040252AD,A-II SENI,,,,,,
A5EB03E2088BF6A0E040640A040252AD,A-II SENI BAHASA DAN SENI,,,,,,
A5EB03E2088CF6A0E040640A040252AD,A-II SENI MENGGAMBAR,,,,,,
A5EB03E2088DF6A0E040640A040252AD,A-II SENI MUSIK,,,,,,
A5EB03E2088EF6A0E040640A040252AD,A-II SENI RUPA,,,,,,
A5EB03E2088FF6A0E040640A040252AD,A-II SENI TARI,,,,,,
A5EB03E2059AF6A0E040640A040252AD,A-II TEK.ELEKTRO KOMUNIKASI,,,,,,
A5EB03E20594F6A0E040640A040252AD,A-II TEKNIK,,,,,,
A5EB03E20520F6A0E040640A040252AD,A-II TEKNIK &MANAJ. INDUS.,,,,,,
A5EB03E205A0F6A0E040640A040252AD,A-II TEKNIK ALIRAN SUNGAI,,,,,,
A5EB03E20596F6A0E040640A040252AD,A-II TEKNIK ARSITEKTUR,,,,,,
A5EB03E2059EF6A0E040640A040252AD,A-II TEKNIK BANGUNAN,,,,,,
A5EB03E20598F6A0E040640A040252AD,A-II TEKNIK ELEKTRO,,,,,,
A5EB03E20599F6A0E040640A040252AD,A-II TEKNIK ELEKTRO KOMP.,,,,,,
A5EB03E2059BF6A0E040640A040252AD,A-II TEKNIK ELEKTRONIKA,,,,,,
A5EB03E2059DF6A0E040640A040252AD,A-II TEKNIK GEDUNG,,,,,,
A5EB03E20521F6A0E040640A040252AD,A-II TEKNIK INDUSTRI,,,,,,
A5EB03E205A2F6A0E040640A040252AD,A-II TEKNIK KIMIA,,,,,,
A5EB03E2059CF6A0E040640A040252AD,A-II TEKNIK KOMPUTER,,,,,,
A5EB03E2051CF6A0E040640A040252AD,A-II TEKNIK LISTRIK,,,,,,
A5EB03E2051EF6A0E040640A040252AD,A-II TEKNIK MESIN,,,,,,
A5EB03E2051FF6A0E040640A040252AD,A-II TEKNIK OTOMOTIF,,,,,,
A5EB03E2059FF6A0E040640A040252AD,A-II TEKNIK SIPIL,,,,,,
A5EB03E20522F6A0E040640A040252AD,A-III,,,,,,
A5EB03E205CBF6A0E040640A040252AD,A-III ADM. KETERAMPILAN,,,,,,
A5EB03E205CCF6A0E040640A040252AD,A-III ADM. KEU.,,,,,,
A5EB03E205CDF6A0E040640A040252AD,A-III ADM. PENDIDIKAN,,,,,,
A5EB03E205CFF6A0E040640A040252AD,A-III ADM. PERKANTORAN,,,,,,
A5EB03E205D1F6A0E040640A040252AD,A-III ADM. PERUSAHAAN,,,,,,
A5EB03E205CEF6A0E040640A040252AD,A-III ADM. SUPERVISI PEND.,,,,,,
A5EB03E205D0F6A0E040640A040252AD,A-III ADM. TATA PERKANTORAN,,,,,,
A5EB03E205D4F6A0E040640A040252AD,A-III ADM.ILMU ADM. NEGARA,,,,,,
A5EB03E205C9F6A0E040640A040252AD,A-III ADMINISTRASI,,,,,,
A5EB03E205CAF6A0E040640A040252AD,A-III ADMINISTRASI EKONOMI,,,,,,
A5EB03E205D2F6A0E040640A040252AD,A-III ADMINISTRASI SEKOLAH,,,,,,
A5EB03E205D3F6A0E040640A040252AD,A-III ADMINISTRASI SOSIAL,,,,,,
A5EB03E20643F6A0E040640A040252AD,A-III ARSITEKTUR,,,,,,
A5EB03E205A6F6A0E040640A040252AD,A-III BAHASA,,,,,,
A5EB03E205AEF6A0E040640A040252AD,A-III BAHASA DAERAH,,,,,,
A5EB03E205B2F6A0E040640A040252AD,A-III BAHASA & SASTRA ARAB,,,,,,
A5EB03E205ABF6A0E040640A040252AD,A-III BAHASA & SASTRA BALI,,,,,,
A5EB03E205B4F6A0E040640A040252AD,A-III BAHASA & SASTRA CINA,,,,,,
A5EB03E205A8F6A0E040640A040252AD,A-III BAHASA & SASTRA JAWA,,,,,,
A5EB03E205BDF6A0E040640A040252AD,A-III BAHASA ARAB,,,,,,
A5EB03E205C0F6A0E040640A040252AD,A-III BAHASA ASING,,,,,,
A5EB03E205BEF6A0E040640A040252AD,A-III BAHASA BALI,,,,,,
A5EB03E205BFF6A0E040640A040252AD,A-III BAHASA BATAK,,,,,,
A5EB03E205C1F6A0E040640A040252AD,A-III BAHASA BELANDA,,,,,,
A5EB03E205C2F6A0E040640A040252AD,A-III BAHASA CINA/CINOLOGI,,,,,,
A5EB03E205B1F6A0E040640A040252AD,A-III BHS & SAS. ASING,,,,,,
A5EB03E205AAF6A0E040640A040252AD,A-III BHS & SAS. BATAK,,,,,,
A5EB03E205B3F6A0E040640A040252AD,A-III BHS & SAS. BELANDA,,,,,,
A5EB03E205ADF6A0E040640A040252AD,A-III BHS & SAS. DAERAH,,,,,,
A5EB03E205B5F6A0E040640A040252AD,A-III BHS & SAS. INDIA,,,,,,
A5EB03E205A7F6A0E040640A040252AD,A-III BHS & SAS. INDONESIA,,,,,,
A5EB03E205B6F6A0E040640A040252AD,A-III BHS & SAS. INGGRIS,,,,,,
A5EB03E205B7F6A0E040640A040252AD,A-III BHS & SAS. JEPANG,,,,,,
A5EB03E205B8F6A0E040640A040252AD,A-III BHS & SAS. JERMAN,,,,,,
A5EB03E205B9F6A0E040640A040252AD,A-III BHS & SAS. KOREA,,,,,,
A5EB03E205ACF6A0E040640A040252AD,A-III BHS & SAS. MINANGKABAU,,,,,,
A5EB03E205BAF6A0E040640A040252AD,A-III BHS & SAS. PERANCIS,,,,,,
A5EB03E205BBF6A0E040640A040252AD,A-III BHS & SAS. RUSIA,,,,,,
A5EB03E205BCF6A0E040640A040252AD,A-III BHS & SAS. SLAVIA,,,,,,
A5EB03E205A9F6A0E040640A040252AD,A-III BHS & SAS. SUNDA,,,,,,
A5EB03E205AFF6A0E040640A040252AD,A-III BHS SEJARAH & BUDAYA,,,,,,
A5EB03E205B0F6A0E040640A040252AD,A-III BHS SEJARAH BHS BALI,,,,,,
A5EB03E205E7F6A0E040640A040252AD,A-III BIMBINGAN & PENYULUHAN,,,,,,
A5EB03E2062CF6A0E040640A040252AD,A-III BP ADM. PENDIDIKAN,,,,,,
A5EB03E2062DF6A0E040640A040252AD,A-III BP ADM.SUPERVISI PEND.,,,,,,
A5EB03E2062EF6A0E040640A040252AD,A-III BP BIMB. & KONSELING,,,,,,
A5EB03E2062FF6A0E040640A040252AD,A-III BP BIMB. & PENYULUH,,,,,,
A5EB03E20630F6A0E040640A040252AD,A-III BP DIDAKTIK,,,,,,
A5EB03E20631F6A0E040640A040252AD,A-III BP DIDAKTIK& KURIKULUM,,,,,,
A5EB03E2063BF6A0E040640A040252AD,A-III BP KEOLAHRAGAAN,,,,,,
A5EB03E20635F6A0E040640A040252AD,A-III BP KURIKL PERSEK/PENG.,,,,,,
A5EB03E20638F6A0E040640A040252AD,A-III BP KURIKL. PENYULUHAN,,,,,,
A5EB03E20636F6A0E040640A040252AD,A-III BP KURIKL.& TEK.PEND.,,,,,,
A5EB03E20637F6A0E040640A040252AD,A-III BP KURIKULUM PEND.,,,,,,
A5EB03E20639F6A0E040640A040252AD,A-III BP KURTEK PENDIDIKAN,,,,,,
A5EB03E2063AF6A0E040640A040252AD,A-III BP PENGAJ.&PENGEMB.KUR,,,,,,
A5EB03E20632F6A0E040640A040252AD,A-III BP PONDASI PENDIDIKAN,,,,,,
A5EB03E20634F6A0E040640A040252AD,A-III BP PSIK. PEND.& BIMB.,,,,,,
A5EB03E20633F6A0E040640A040252AD,A-III BP PSIKOLOGI PEND.,,,,,,
A5EB03E205E2F6A0E040640A040252AD,A-III EK. PENDD.DUNIA USA,,,,,,
A5EB03E205E4F6A0E040640A040252AD,A-III EK. STUDI PEMBANGUN,,,,,,
A5EB03E205E6F6A0E040640A040252AD,A-III EK. TATA PERUSAHAAN,,,,,,
A5EB03E205D5F6A0E040640A040252AD,A-III EKONOMI,,,,,,
A5EB03E205DAF6A0E040640A040252AD,A-III EKONOMI,,,,,,
A5EB03E205D6F6A0E040640A040252AD,A-III EKONOMI AKUNTANSI,,,,,,
A5EB03E205D7F6A0E040640A040252AD,A-III EKONOMI BISNIS,,,,,,
A5EB03E205D8F6A0E040640A040252AD,A-III EKONOMI BISNIS TATA,,,,,,
A5EB03E205D9F6A0E040640A040252AD,A-III EKONOMI BISNIS VOKAS,,,,,,
A5EB03E205DFF6A0E040640A040252AD,A-III EKONOMI ILMU EKONOMI,,,,,,
A5EB03E205E0F6A0E040640A040252AD,A-III EKONOMI KEUANGAN,,,,,,
A5EB03E205DBF6A0E040640A040252AD,A-III EKONOMI KOPERASI,,,,,,
A5EB03E205E1F6A0E040640A040252AD,A-III EKONOMI MANAJEMEN,,,,,,
A5EB03E205DCF6A0E040640A040252AD,A-III EKONOMI MANAJEMEN,,,,,,
A5EB03E205DDF6A0E040640A040252AD,A-III EKONOMI PEMBANGUNAN,,,,,,
A5EB03E205E3F6A0E040640A040252AD,A-III EKONOMI PENDD.MANAJ.,,,,,,
A5EB03E205DEF6A0E040640A040252AD,A-III EKONOMI PERUSAHAAN,,,,,,
A5EB03E205E5F6A0E040640A040252AD,A-III EKONOMI TATA NIAGA,,,,,,
A5EB03E2055AF6A0E040640A040252AD,A-III EKSAK IL PASTI & ALAM,,,,,,
A5EB03E2055BF6A0E040640A040252AD,A-III EKSAK.ILMU PENGET.ALAM,,,,,,
A5EB03E20556F6A0E040640A040252AD,A-III EKSAKTA,,,,,,
A5EB03E20557F6A0E040640A040252AD,A-III EKSAKTA BIOLOGI,,,,,,
A5EB03E20558F6A0E040640A040252AD,A-III EKSAKTA FISIKA,,,,,,
A5EB03E2055CF6A0E040640A040252AD,A-III EKSAKTA GEOLOGI,,,,,,
A5EB03E20559F6A0E040640A040252AD,A-III EKSAKTA ILMU ALAM,,,,,,
A5EB03E2055DF6A0E040640A040252AD,A-III EKSAKTA ILMU KIMIA,,,,,,
A5EB03E2055FF6A0E040640A040252AD,A-III EKSAKTA ILMU PASTI,,,,,,
A5EB03E2055EF6A0E040640A040252AD,A-III EKSAKTA KIMIA,,,,,,
A5EB03E205A4F6A0E040640A040252AD,A-III EKSAKTA MATEMATIKA,,,,,,
A5EB03E205A5F6A0E040640A040252AD,A-III EKSAKTA STATISTIK,,,,,,
A5EB03E20645F6A0E040640A040252AD,A-III ELEKTRONIKA,,,,,,
A5EB03E2063CF6A0E040640A040252AD,A-III FILSAFAT,,,,,,
A5EB03E2063FF6A0E040640A040252AD,A-III FILSAFAT & SOSIOLOGI,,,,,,
A5EB03E2063EF6A0E040640A040252AD,A-III FILSAFAT BARAT,,,,,,
A5EB03E2063DF6A0E040640A040252AD,A-III FILSAFAT BHS & SAS.IND,,,,,,
A5EB03E20640F6A0E040640A040252AD,A-III FILSAFAT KEBUDAYAAN,,,,,,
A5EB03E20641F6A0E040640A040252AD,A-III FILSAFAT PENDIDIKAN,,,,,,
A5EB03E20523F6A0E040640A040252AD,A-III IPS,,,,,,
A5EB03E20525F6A0E040640A040252AD,A-III IPS ANTROP. BUDAYA,,,,,,
A5EB03E20526F6A0E040640A040252AD,A-III IPS ANTROP. SOSIAL,,,,,,
A5EB03E20524F6A0E040640A040252AD,A-III IPS ANTROPOLOGI,,,,,,
A5EB03E2052FF6A0E040640A040252AD,A-III IPS CIVICS HUKUM,,,,,,
A5EB03E2053FF6A0E040640A040252AD,A-III IPS DIK. KESEHATAN,,,,,,
A5EB03E20543F6A0E040640A040252AD,A-III IPS DIK.LUAR SEKOLAH,,,,,,
A5EB03E20530F6A0E040640A040252AD,A-III IPS HUKUM PMP,,,,,,
A5EB03E20536F6A0E040640A040252AD,A-III IPS ILMU BUMI,,,,,,
A5EB03E2054AF6A0E040640A040252AD,A-III IPS ILMU KESEJAHTERA,,,,,,
A5EB03E20537F6A0E040640A040252AD,A-III IPS ILMU MENDIDIK,,,,,,
A5EB03E2054BF6A0E040640A040252AD,A-III IPS ILMU PEMBANGUNAN,,,,,,
A5EB03E2054CF6A0E040640A040252AD,A-III IPS ILMU PENGETAHUAN,,,,,,
A5EB03E20539F6A0E040640A040252AD,A-III IPS KATAKETIK DIK.,,,,,,
A5EB03E2054DF6A0E040640A040252AD,A-III IPS KESEJAH. SOSIAL,,,,,,
A5EB03E20531F6A0E040640A040252AD,A-III IPS KEWARGANEGARAAN,,,,,,
A5EB03E20553F6A0E040640A040252AD,A-III IPS O R & KESEHATAN,,,,,,
A5EB03E20552F6A0E040640A040252AD,A-III IPS OLAH RAGA,,,,,,
A5EB03E20545F6A0E040640A040252AD,A-III IPS P.MORAL PANCASILA,,,,,,
A5EB03E20538F6A0E040640A040252AD,A-III IPS PAEDAGOGIK,,,,,,
A5EB03E2054EF6A0E040640A040252AD,A-III IPS PEMB.MASY.DESA,,,,,,
A5EB03E20542F6A0E040640A040252AD,A-III IPS PEND. LUAR BIASA,,,,,,
A5EB03E2053CF6A0E040640A040252AD,A-III IPS PEND.&PENGEMBANGAN,,,,,,
A5EB03E2053BF6A0E040640A040252AD,A-III IPS PEND.&PENGEMBANGAN,,,,,,
A5EB03E2053EF6A0E040640A040252AD,A-III IPS PEND.KEMASY.,,,,,,
A5EB03E20540F6A0E040640A040252AD,A-III IPS PEND.KESEJAHTERAAN,,,,,,
A5EB03E20544F6A0E040640A040252AD,A-III IPS PEND.MASYARAKAT,,,,,,
A5EB03E2053AF6A0E040640A040252AD,A-III IPS PENDIDIKAN,,,,,,
A5EB03E2053DF6A0E040640A040252AD,A-III IPS PENDIDIKAN DASAR,,,,,,
A5EB03E20541F6A0E040640A040252AD,A-III IPS PENDIDIKAN KHUSUS,,,,,,
A5EB03E20546F6A0E040640A040252AD,A-III IPS PENDIDIKAN SEK.,,,,,,
A5EB03E20547F6A0E040640A040252AD,A-III IPS PENDIDIKAN SOSIAL,,,,,,
A5EB03E20548F6A0E040640A040252AD,A-III IPS PENDIDIKAN UMUM,,,,,,
A5EB03E20550F6A0E040640A040252AD,A-III IPS PERPUSTAKAAN,,,,,,
A5EB03E20551F6A0E040640A040252AD,A-III IPS PHSIKOLOGI,,,,,,
A5EB03E20532F6A0E040640A040252AD,A-III IPS PKK,,,,,,
A5EB03E20533F6A0E040640A040252AD,A-III IPS PKN DAN HUKUM,,,,,,
A5EB03E20534F6A0E040640A040252AD,A-III IPS PMP DAN KWNEGARAAN,,,,,,
A5EB03E20535F6A0E040640A040252AD,A-III IPS PSPB,,,,,,
A5EB03E2054FF6A0E040640A040252AD,A-III IPS PUBLISISTIK,,,,,,
A5EB03E20529F6A0E040640A040252AD,A-III IPS RAH .& ARKELOGI,,,,,,
A5EB03E20527F6A0E040640A040252AD,A-III IPS SEJARAH,,,,,,
A5EB03E20528F6A0E040640A040252AD,A-III IPS SEJARAH & ANTROP.,,,,,,
A5EB03E2052AF6A0E040640A040252AD,A-III IPS SEJARAH & BUDAYA,,,,,,
A5EB03E2052BF6A0E040640A040252AD,A-III IPS SEJARAH GEOGRAFI,,,,,,
A5EB03E2052CF6A0E040640A040252AD,A-III IPS SEJARAH INDONESIA,,,,,,
A5EB03E2052DF6A0E040640A040252AD,A-III IPS SEJARAH PENDIDIKAN,,,,,,
A5EB03E2052EF6A0E040640A040252AD,A-III IPS SEJARAH PURBAKAL,,,,,,
A5EB03E20554F6A0E040640A040252AD,A-III IPS SOSIAL,,,,,,
A5EB03E20555F6A0E040640A040252AD,A-III IPS SOSIAL EKONOMI,,,,,,
A5EB03E20549F6A0E040640A040252AD,A-III IPS TEORI & RAH PEND.,,,,,,
A5EB03E2064FF6A0E040640A040252AD,A-III KIMIA,,,,,,
A5EB03E20651F6A0E040640A040252AD,A-III LISTRIK,,,,,,
A5EB03E20653F6A0E040640A040252AD,A-III MESIN,,,,,,
A5EB03E205C3F6A0E040640A040252AD,A-III SENI,,,,,,
A5EB03E205C4F6A0E040640A040252AD,A-III SENI BAHASA DAN SENI,,,,,,
A5EB03E205C5F6A0E040640A040252AD,A-III SENI MENGGAMBAR,,,,,,
A5EB03E205C6F6A0E040640A040252AD,A-III SENI MUSIK,,,,,,
A5EB03E205C7F6A0E040640A040252AD,A-III SENI RUPA,,,,,,
A5EB03E205C8F6A0E040640A040252AD,A-III SENI TARI,,,,,,
A5EB03E20648F6A0E040640A040252AD,A-III TEK.ELEKTRO KOMUNIKASI,,,,,,
A5EB03E20642F6A0E040640A040252AD,A-III TEKNIK,,,,,,
A5EB03E20656F6A0E040640A040252AD,A-III TEKNIK &MANAJ. INDUS.,,,,,,
A5EB03E2064EF6A0E040640A040252AD,A-III TEKNIK ALIRAN SUNGAI,,,,,,
A5EB03E20644F6A0E040640A040252AD,A-III TEKNIK ARSITEKTUR,,,,,,
A5EB03E2064CF6A0E040640A040252AD,A-III TEKNIK BANGUNAN,,,,,,
A5EB03E20646F6A0E040640A040252AD,A-III TEKNIK ELEKTRO,,,,,,
A5EB03E20647F6A0E040640A040252AD,A-III TEKNIK ELEKTRO KOMP.,,,,,,
A5EB03E20649F6A0E040640A040252AD,A-III TEKNIK ELEKTRONIKA,,,,,,
A5EB03E2064BF6A0E040640A040252AD,A-III TEKNIK GEDUNG,,,,,,
A5EB03E20657F6A0E040640A040252AD,A-III TEKNIK INDUSTRI,,,,,,
A5EB03E20650F6A0E040640A040252AD,A-III TEKNIK KIMIA,,,,,,
A5EB03E2064AF6A0E040640A040252AD,A-III TEKNIK KOMPUTER,,,,,,
A5EB03E20652F6A0E040640A040252AD,A-III TEKNIK LISTRIK,,,,,,
A5EB03E20654F6A0E040640A040252AD,A-III TEKNIK MESIN,,,,,,
A5EB03E20655F6A0E040640A040252AD,A-III TEKNIK OTOMOTIF,,,,,,
A5EB03E2064DF6A0E040640A040252AD,A-III TEKNIK SIPIL,,,,,,
A5EB03E20658F6A0E040640A040252AD,A-IV,,,,,,
A5EB03E205FFF6A0E040640A040252AD,A-IV BAHASA,,,,,,
A5EB03E20757F6A0E040640A040252AD,A-IV IPS,,,,,,
A5EB03E2075BF6A0E040640A040252AD,A-IV ADM. KETERAMPILAN,,,,,,
A5EB03E2075CF6A0E040640A040252AD,A-IV ADM. KETERAMPILAN JASA,,,,,,
A5EB03E20758F6A0E040640A040252AD,A-IV ADM. PENDIDIKAN,,,,,,
A5EB03E2075DF6A0E040640A040252AD,A-IV ADM. PERKANTORAN,,,,,,
A5EB03E2075EF6A0E040640A040252AD,A-IV ADM. PERUSAHAAN,,,,,,
A5EB03E20759F6A0E040640A040252AD,A-IV ADM.SUPERVISI PENDIDIKAN,,,,,,
A5EB03E2075AF6A0E040640A040252AD,A-IV ADMINISTRASI SEKOLAH,,,,,,
A5EB03E205F3F6A0E040640A040252AD,A-IV AKUNTANSI,,,,,,
A5EB03E2076DF6A0E040640A040252AD,A-IV ARSITEKTUR,,,,,,
A5EB03E20609F6A0E040640A040252AD,A-IV BAHASA ARAB,,,,,,
A5EB03E20602F6A0E040640A040252AD,A-IV BAHASA DAN SASTRA,,,,,,
A5EB03E2060AF6A0E040640A040252AD,A-IV BAHASA DAN SASTRA ARAB,,,,,,
A5EB03E20605F6A0E040640A040252AD,A-IV BAHASA DAN SASTRA JAWA,,,,,,
A5EB03E20601F6A0E040640A040252AD,A-IV BAHASA INDONESIA,,,,,,
A5EB03E20606F6A0E040640A040252AD,A-IV BAHASA JAWA,,,,,,
A5EB03E20610F6A0E040640A040252AD,A-IV BAHASA JEPANG,,,,,,
A5EB03E20612F6A0E040640A040252AD,A-IV BAHASA JERMAN,,,,,,
A5EB03E20613F6A0E040640A040252AD,A-IV BAHASA PERANCIS,,,,,,
A5EB03E2060CF6A0E040640A040252AD,A-IV BAHASA RUSIA,,,,,,
A5EB03E2060DF6A0E040640A040252AD,A-IV BHS DAN SAS. ASING,,,,,,
A5EB03E20604F6A0E040640A040252AD,A-IV BHS DAN SAS. DAERAH,,,,,,
A5EB03E20603F6A0E040640A040252AD,A-IV BHS DAN SAS. INDONESIA,,,,,,
A5EB03E2060EF6A0E040640A040252AD,A-IV BHS DAN SAS. INGGRIS,,,,,,
A5EB03E2060FF6A0E040640A040252AD,A-IV BHS DAN SAS. JEPANG,,,,,,
A5EB03E20611F6A0E040640A040252AD,A-IV BHS DAN SAS. JERMAN,,,,,,
A5EB03E20607F6A0E040640A040252AD,A-IV BHS DAN SAS. SUNDA,,,,,,
A5EB03E20666F6A0E040640A040252AD,A-IV BIDANG KEPENDIDIKAN,,,,,,
A5EB03E2066AF6A0E040640A040252AD,A-IV BIMBINGAN & KONSELING,,,,,,
A5EB03E2066BF6A0E040640A040252AD,A-IV BIMBINGAN & PENYULUHAN,,,,,,
A5EB03E20662F6A0E040640A040252AD,A-IV BIOLOGI,,,,,,
A5EB03E205F9F6A0E040640A040252AD,A-IV BISNIS TATA BUKU,,,,,,
A5EB03E205FAF6A0E040640A040252AD,A-IV BISNIS VOKASIONAL,,,,,,
A5EB03E2075FF6A0E040640A040252AD,A-IV CIVICS HUKUM,,,,,,
A5EB03E20668F6A0E040640A040252AD,A-IV DIDAKTIK,,,,,,
A5EB03E2066CF6A0E040640A040252AD,A-IV DIK. & PENGEMB SOSIAL,,,,,,
A5EB03E205F7F6A0E040640A040252AD,A-IV EKONOMI KOPERASI,,,,,,
A5EB03E205F6F6A0E040640A040252AD,A-IV EKONOMI PERUSAHAAN,,,,,,
A5EB03E20773F6A0E040640A040252AD,A-IV ELEKTRO,,,,,,
A5EB03E20776F6A0E040640A040252AD,A-IV ELEKTRO ARUS LEMAH,,,,,,
A5EB03E205FBF6A0E040640A040252AD,A-IV FILSAFAT,,,,,,
A5EB03E205FCF6A0E040640A040252AD,A-IV FILSAFAT KEBUDAYAAN,,,,,,
A5EB03E205FDF6A0E040640A040252AD,A-IV FILSAFAT PENDIDIKAN,,,,,,
A5EB03E205FEF6A0E040640A040252AD,A-IV FILSAFAT SOSIOLOGI PEND.,,,,,,
A5EB03E2065FF6A0E040640A040252AD,A-IV FISIKA,,,,,,
A5EB03E205F4F6A0E040640A040252AD,A-IV HITUNG DAGANG,,,,,,
A5EB03E20760F6A0E040640A040252AD,A-IV HUKUM PMP,,,,,,
A5EB03E2065EF6A0E040640A040252AD,A-IV IL.PENGETAHUAN ALAM,,,,,,
A5EB03E20661F6A0E040640A040252AD,A-IV ILMU BUMI,,,,,,
A5EB03E205F5F6A0E040640A040252AD,A-IV ILMU EKONOMI,,,,,,
A5EB03E20663F6A0E040640A040252AD,A-IV ILMU HAYAT/BIOLOGI,,,,,,
A5EB03E2065BF6A0E040640A040252AD,A-IV ILMU PASTI,,,,,,
A5EB03E2065AF6A0E040640A040252AD,A-IV ILMU PASTI DAN ALAM,,,,,,
A5EB03E2066DF6A0E040640A040252AD,A-IV KEGURUAN & ILMU SOSIAL,,,,,,
A5EB03E20665F6A0E040640A040252AD,A-IV KEPENDIDIKAN,,,,,,
A5EB03E205EBF6A0E040640A040252AD,A-IV KESEHATAN DAN REKREASI,,,,,,
A5EB03E205ECF6A0E040640A040252AD,A-IV KESEJAHTERAAN KELUARGA,,,,,,
A5EB03E205EDF6A0E040640A040252AD,A-IV KESEJAHTERAAN SOSIAL,,,,,,
A5EB03E2077BF6A0E040640A040252AD,A-IV KETERAMPILAN,,,,,,
A5EB03E2077CF6A0E040640A040252AD,A-IV KETERAMPILAN JASA,,,,,,
A5EB03E2077DF6A0E040640A040252AD,A-IV KETERAMPILAN TEKNIK,,,,,,
A5EB03E20660F6A0E040640A040252AD,A-IV KIMIA,,,,,,
A5EB03E205F8F6A0E040640A040252AD,A-IV KOPERASI,,,,,,
A5EB03E2066EF6A0E040640A040252AD,A-IV KUR.& TEK./PENDIDIKAN,,,,,,
A5EB03E2066FF6A0E040640A040252AD,A-IV KURIK&PERSEK.AN/PENGAJ,,,,,,
A5EB03E206B4F6A0E040640A040252AD,A-IV KURIKULUM PENDIDIKAN,,,,,,
A5EB03E206B5F6A0E040640A040252AD,A-IV KURIKULUM PENYULUHAN,,,,,,
A5EB03E206B6F6A0E040640A040252AD,A-IV KURTEK PENDIDIKAN,,,,,,
A5EB03E20777F6A0E040640A040252AD,A-IV LISTRIK,,,,,,
A5EB03E20778F6A0E040640A040252AD,A-IV LISTRIK ARUS KUAT,,,,,,
A5EB03E20779F6A0E040640A040252AD,A-IV LISTRIK ARUS LEMAH,,,,,,
A5EB03E20768F6A0E040640A040252AD,A-IV MANAJEMEN,,,,,,
A5EB03E2065CF6A0E040640A040252AD,A-IV MATEMATIKA,,,,,,
A5EB03E2065DF6A0E040640A040252AD,A-IV MATEMATIKA DAN IPA,,,,,,
A5EB03E206B7F6A0E040640A040252AD,A-IV METODOLOGI & KURIKULUM,,,,,,
A5EB03E206B8F6A0E040640A040252AD,A-IV METODOLOGI PENDIDIKAN,,,,,,
A5EB03E20659F6A0E040640A040252AD,A-IV MIPA,,,,,,
A5EB03E206B9F6A0E040640A040252AD,A-IV OLAH RAGA,,,,,,
A5EB03E206BAF6A0E040640A040252AD,A-IV OLAH RAGA & KES.,,,,,,
A5EB03E20667F6A0E040640A040252AD,A-IV PAEDAGOGIK,,,,,,
A5EB03E20764F6A0E040640A040252AD,A-IV PEND. MORAL PANCASIL,,,,,,
A5EB03E2084BF6A0E040640A040252AD,A-IV PENDIDIKAN AGAMA ISLAM,,,,,,
A5EB03E206BBF6A0E040640A040252AD,A-IV PENDIDIKAN AGAMA KRISTEN,,,,,,
