KABUPATEN_ID,Update: 16/01/2023,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,,,,,,,,,
ID,LOKASI_ID,NAMA,JENIS,,,META DATA,,,,
8ae483a66652ce7b01665a3877fa0886,ff80808133fea9bd013416dcc6e00132,AACHEN,KA,,,Name,Null?,Type,Parameter,Keterangan
8ae482894b0149b0014b1064f91333af,A5EB03E2202BF6A0E040640A040252AD,ABAB,KC,,,ID,NOT NULL,VARCHAR2(32),,ID yang otomatis ter-generate saat data dibuat
8ae482874fd45644014fdb11b68a572f,ff80808140cec7d80140e191901949e1,ABAB,KC,,,LOKASI_ID,,VARCHAR2(32),,ID lokasi diatasannya
8ae4828850262aaa01502dc461316d6b,A5EB03E23701F6A0E040640A040252AD,ABAK,DE,,,NAMA,NOT NULL,VARCHAR2(40),,Nama Tempat Lahir
A5EB03E2283AF6A0E040640A040252AD,A5EB03E21FADF6A0E040640A040252AD,ABANG,KC,,,JENIS,NOT NULL,VARCHAR2(2),,Kode Jenis lokasi lahir
8ae482885110a9950151133680c30f5b,A5EB03E23486F6A0E040640A040252AD,ABAR,DE,,,JENIS_KABUPATEN,,VARCHAR2(3),,Khusus untuk lokasi tingkat kabupaten dan kota terisi KB atau KOT
8ae4828750262acd015028fd0b3e564d,A5EB03E230F5F6A0E040640A040252AD,ABASON,DE,,,KODE_PROV_BPS,,VARCHAR2(3),,Kode provinsi berdasarkan kode BPS tahun 2019
8ae4828857378da801573c2e391d086b,A5EB03E22E74F6A0E040640A040252AD,ABAU,DE,,,KODE_KAB_BPS,,VARCHAR2(3),,Kode kabuaten/kota berdasarkan kode BPS tahun 2019
ff808081501e5c7c01501ef5bbe5027c,A5EB03E23728F6A0E040640A040252AD,ABBAJARENG,DE,,,KODE_KEC_BPS,,VARCHAR2(3),,Kode kecamatan berdasarkan kode BPS tahun 2019
8ae48287501e60c2015020e4c3300b1c,A5EB03E221B4F6A0E040640A040252AD,ABBANUANG,DE,,,REMOVAL_DATE,,DATE,,Jika terisi data sudah tidak digunakan (obsolete)
ff8080815021d7a10150238cf733360f,A5EB03E2314FF6A0E040640A040252AD,ABBOKONGANG,DE,,,,,,,
8ae482885021d818015021fb54bf07b5,A5EB03E221ABF6A0E040640A040252AD,ABBUMPUNGENG,DE,,,,,,,
8ae482885021d818015021e387f301b6,A5EB03E236ECF6A0E040640A040252AD,ABBUMPUNGENG,DE,,,,,,,
ff8080814fcad5e0014fcec3eaca4a14,A5EB03E23946F6A0E040640A040252AD,ABEE,DE,,,,,,,
ff80808150884b7501508e8be365696d,A5EB03E2374DF6A0E040640A040252AD,ABELI,DE,,,,,,,
A5EB03E2374DF6A0E040640A040252AD,A5EB03E2209EF6A0E040640A040252AD,ABELI,KC,,,,,,,
ff80808150884b7501508e7fee6c6483,ff8080814b224047014b33dd6b295641,ABELI DALAM,DE,,,,,,,
A5EB03E23667F6A0E040640A040252AD,A5EB03E220C7F6A0E040640A040252AD,ABENAHO,KC,,,,,,,
A5EB03E239BEF6A0E040640A040252AD,A5EB03E220E0F6A0E040640A040252AD,ABENAHO,KC,,,,,,,
8ae48287501e60c201501f43ab350393,A5EB03E239DDF6A0E040640A040252AD,ABEPANTAI,DE,,,,,,,
A5EB03E239DDF6A0E040640A040252AD,A5EB03E2216BF6A0E040640A040252AD,ABEPURA,KC,,,,,,,
ff8080814fd02be3014fd4ed93932bde,A5EB03E231C8F6A0E040640A040252AD,ABEUK GEULANTEU,DE,,,,,,,
ff808081503b82ad01503c6aebc51b91,A5EB03E23057F6A0E040640A040252AD,ABEUK LEUPON,DE,,,,,,,
8ae4828853e9ef7e0153f3b784197b14,A5EB03E22F78F6A0E040640A040252AD,ABEUK REULING,DE,,,,,,,
8ae48288503bd9ee01506050e4d762b9,A5EB03E23076F6A0E040640A040252AD,ABEUK USONG,DE,,,,,,,
A5EB03E22826F6A0E040640A040252AD,A5EB03E21FA9F6A0E040640A040252AD,ABIANSEMAL,KC,,,,,,,
ff808081503bf200015040cade6b765a,8ae482894b35667f014b39824de0597a,ABIDON,DE,,,,,,,
8ae4828756ffab5201570353c88d2c16,A5EB03E237ADF6A0E040640A040252AD,ABOGE,DE,,,,,,,
8ae4829d513cb45f01513d3498034a2e,A5EB03E23302F6A0E040640A040252AD,ABOLUKMO,DE,,,,,,,
ff8080815726f18901572c209a286bd6,A5EB03E232E6F6A0E040640A040252AD,ABORU,DE,,,,,,,
8ae4828558aa0d760158af11fd3e5ef8,A5EB03E22092F6A0E040640A040252AD,ABORU,KC,,,,,,,
8ae482894b35667f014b38c010b528e4,A5EB03E22026F6A0E040640A040252AD,ABOY,KC,,,,,,,
8ae483a663ace23f0163ae7dec9a141a,1D28529D5D4FA588E050640A02027520,ABU DHABI,KA,,,,,,,
8ae4829c4fac119d014fac3b31e91074,A5EB03E22836F6A0E040640A040252AD,ABUAN,DE,,,,,,,
8ae483a663ace23f0163ae81db71167f,1D28529D5CD1A588E050640A02027520,ABUJA,KA,,,,,,,
A5EB03E23470F6A0E040640A040252AD,A5EB03E2208BF6A0E040640A040252AD,ABUKI,KC,,,,,,,
8ae48288503bd9ee01505e9907b32472,A5EB03E23470F6A0E040640A040252AD,ABUKI,DE,,,,,,,
A5EB03E235FBF6A0E040640A040252AD,A5EB03E220BEF6A0E040640A040252AD,ABUN,KC,,,,,,,
8ae4829d513cb45f01513cf866f83081,8ae482894b35667f014b38a0bafc1b25,ABUNERI,DE,,,,,,,
A5EB03E2319CF6A0E040640A040252AD,A5EB03E2205EF6A0E040640A040252AD,ABUNG BARAT,KC,,,,,,,
ff8080814b224047014b24a785284692,A5EB03E2205EF6A0E040640A040252AD,ABUNG KUNANG,KC,,,,,,,
ff8080814b224047014b24a698b04661,A5EB03E2205EF6A0E040640A040252AD,ABUNG PEKURUN,KC,,,,,,,
A5EB03E2319EF6A0E040640A040252AD,A5EB03E2205EF6A0E040640A040252AD,ABUNG SELATAN,KC,,,,,,,
A5EB03E23636F6A0E040640A040252AD,A5EB03E2205EF6A0E040640A040252AD,ABUNG SEMULI,KC,,,,,,,
A5EB03E231A3F6A0E040640A040252AD,A5EB03E2205EF6A0E040640A040252AD,ABUNG SURAKARTA,KC,,,,,,,
A5EB03E231A2F6A0E040640A040252AD,A5EB03E2205EF6A0E040640A040252AD,ABUNG TENGAH,KC,,,,,,,
A5EB03E23634F6A0E040640A040252AD,A5EB03E2205EF6A0E040640A040252AD,ABUNG TIMUR,KC,,,,,,,
A5EB03E231A4F6A0E040640A040252AD,A5EB03E2205EF6A0E040640A040252AD,ABUNG TINGGI,KC,,,,,,,
A5EB03E23637F6A0E040640A040252AD,A5EB03E2205EF6A0E040640A040252AD,ABUNG UTARA,KC,,,,,,,
ff8080815123bf7a01513beb34ca1f32,A5EB03E239BAF6A0E040640A040252AD,ABUSA,DE,,,,,,,
ff8080815123bf7a01513c0a82172172,8ae482894b35667f014b389c2017187a,ABUTPUK,DE,,,,,,,
A5EB03E21F0AF6A0E040640A040252AD,,ACEH,P,,,,,,,
A5EB03E22062F6A0E040640A040252AD,A5EB03E21F0AF6A0E040640A040252AD,ACEH BARAT,KB,,,,,,,
A5EB03E220C3F6A0E040640A040252AD,A5EB03E21F0AF6A0E040640A040252AD,ACEH BARAT DAYA,KB,,,,,,,
A5EB03E22063F6A0E040640A040252AD,A5EB03E21F0AF6A0E040640A040252AD,ACEH BESAR,KB,,,,,,,
A5EB03E21F3DF6A0E040640A040252AD,A5EB03E21F0AF6A0E040640A040252AD,ACEH JAYA,KB,,,,,,,
A5EB03E21FB1F6A0E040640A040252AD,A5EB03E21F0AF6A0E040640A040252AD,ACEH SELATAN,KB,,,,,,,
A5EB03E22048F6A0E040640A040252AD,A5EB03E21F0AF6A0E040640A040252AD,ACEH SINGKIL,KB,,,,,,,
A5EB03E2204AF6A0E040640A040252AD,A5EB03E21F0AF6A0E040640A040252AD,ACEH TAMIANG,KB,,,,,,,
A5EB03E22061F6A0E040640A040252AD,A5EB03E21F0AF6A0E040640A040252AD,ACEH TENGAH,KB,,,,,,,
